Gaze Left X,Gaze Left Y,Gaze Left Z,Gaze Right X,Gaze Right Y,Gaze Right Z
-0.09484863,-0.1785431,0.9793396,0.006820679,-0.1708221,0.9852753
-0.09384155,-0.178009,0.979538,0.007919312,-0.1728058,0.9849091
-0.09306335,-0.1789703,0.9794312,0.008178711,-0.1748505,0.9845581
-0.09306335,-0.1789703,0.9794312,0.008178711,-0.1748505,0.9845581
-0.09147644,-0.1797943,0.9794312,0.00894165,-0.1736145,0.9847565
-0.09147644,-0.1797943,0.9794312,0.00894165,-0.1736145,0.9847565
-0.09121704,-0.1812897,0.9791718,0.008956909,-0.17453,0.9846039
-0.09107971,-0.1813965,0.9791718,0.009048462,-0.1744995,0.9846039
-0.09046936,-0.1813202,0.979248,0.009002686,-0.1756287,0.9844055
-0.09136963,-0.1823578,0.9789734,0.009002686,-0.1751556,0.9844971
-0.0904541,-0.1832581,0.9788818,0.009384155,-0.1732788,0.9848175
-0.09101868,-0.183197,0.9788361,0.008758545,-0.1708984,0.9852448
-0.09098816,-0.1819763,0.9790802,0.008728027,-0.1723785,0.9849854
-0.09074402,-0.1817017,0.9791412,0.008773804,-0.1713562,0.9851685
-0.08978271,-0.182251,0.9791412,0.008834839,-0.171814,0.9850769
-0.09004211,-0.1825562,0.9790497,0.008392334,-0.1721344,0.9850311
-0.08996582,-0.18396,0.9787903,0.00958252,-0.171524,0.9851227
-0.08995056,-0.1839447,0.9788055,0.009719849,-0.1715393,0.9851227
-0.08985901,-0.183197,0.9789429,0.01177979,-0.177887,0.9839783
-0.08982849,-0.1831665,0.9789581,0.0118866,-0.1770477,0.9841156
-0.0909729,-0.1831512,0.9788513,0.01187134,-0.1772003,0.9841003
-0.0901947,-0.1828308,0.9789886,0.01210022,-0.1772156,0.9840851
-0.09042358,-0.1838531,0.978775,0.01252747,-0.1777802,0.9839783
-0.09042358,-0.1838531,0.978775,0.01278687,-0.1776886,0.9839935
-0.08895874,-0.1844177,0.9788055,0.012146,-0.1776428,0.9840088
-0.08898926,-0.1844025,0.9788055,0.012146,-0.1775055,0.9840393
-0.08821106,-0.1861877,0.9785309,0.01324463,-0.1778259,0.983963
-0.08747864,-0.1863556,0.9785614,0.01309204,-0.1780853,0.9839172
-0.08743286,-0.1863556,0.9785767,0.01313782,-0.177887,0.9839478
-0.08735657,-0.1847534,0.9788818,0.01316833,-0.177948,0.9839478
-0.08686829,-0.1808624,0.97966,0.01283264,-0.1735077,0.9847412
-0.08717346,-0.1858368,0.9786987,0.01286316,-0.1744232,0.9845734
-0.08714294,-0.1806946,0.97966,0.01301575,-0.1738129,0.9846802
-0.08752441,-0.1822815,0.9793396,0.01193237,-0.1729431,0.984848
-0.0841217,-0.1826477,0.9795685,0.01046753,-0.1728516,0.9848785
-0.08424377,-0.1837311,0.9793549,0.008575439,-0.1716766,0.9851074
-0.08413696,-0.1841278,0.9792786,0.009368896,-0.1717987,0.9850769
-0.0838623,-0.1832428,0.9794769,0.01042175,-0.1753998,0.984436
-0.08389282,-0.1841736,0.9792938,0.01051331,-0.17659,0.9842224
-0.08407593,-0.1842804,0.9792633,0.0113678,-0.1751404,0.9844666
-0.08403015,-0.184494,0.9792175,0.01141357,-0.1751099,0.9844666
-0.08409119,-0.1840668,0.9792938,0.01197815,-0.1750793,0.9844666
-0.08409119,-0.1840668,0.9792938,0.01130676,-0.1747437,0.9845428
-0.08424377,-0.1836243,0.9793701,0.01135254,-0.1749268,0.9845123
-0.08428955,-0.1833496,0.9794159,0.01133728,-0.1753845,0.9844208
-0.08430481,-0.1836395,0.9793549,0.0110321,-0.1743774,0.9846039
-0.08360291,-0.1835327,0.9794464,0.0110321,-0.1751404,0.9844666
-0.08296204,-0.1869507,0.9788513,0.01029968,-0.175293,0.9844513
-0.08300781,-0.1873627,0.978775,0.01025391,-0.1756287,0.9843903
-0.0831604,-0.187912,0.978653,0.01312256,-0.1756897,0.9843445
-0.08215332,-0.1874237,0.9788208,0.01324463,-0.1764221,0.9842224
-0.08302307,-0.1879578,0.978653,0.01287842,-0.1764679,0.9842072
-0.08302307,-0.1882324,0.9786072,0.01304626,-0.1773529,0.9840546
-0.08326721,-0.1889038,0.9784546,0.01295471,-0.1763153,0.9842377
-0.08332825,-0.1890259,0.9784241,0.01283264,-0.1762238,0.9842529
-0.08325195,-0.1887512,0.9784851,0.01269531,-0.1763458,0.9842377
-0.08157349,-0.1879425,0.978775,0.01249695,-0.177002,0.9841156
-0.08328247,-0.1873474,0.9787445,0.01263428,-0.1765137,0.9842072
-0.08157349,-0.1883545,0.9786987,0.01263428,-0.1768188,0.9841461
-0.08323669,-0.1879272,0.9786377,0.01286316,-0.1741943,0.9846191
-0.08323669,-0.1881866,0.9785919,0.01324463,-0.173172,0.9848022
-0.08346558,-0.1845551,0.9792633,0.01387024,-0.1757202,0.9843292
-0.08345032,-0.1847229,0.9792328,0.01344299,-0.1739197,0.9846649
-0.08378601,-0.1848907,0.9791718,0.01187134,-0.1752014,0.9844513
-0.08384705,-0.1854248,0.9790649,0.01208496,-0.1741943,0.9846344
-0.0838623,-0.1844025,0.9792633,0.01213074,-0.1741943,0.9846344
-0.08370972,-0.1842499,0.9792938,0.012146,-0.1751709,0.9844513
-0.08409119,-0.1837616,0.9793549,0.01184082,-0.1755219,0.9843903
-0.08273315,-0.1829681,0.9796143,0.0103302,-0.175415,0.984436
-0.08273315,-0.1829681,0.9796143,0.0103302,-0.175415,0.984436
-0.08314514,-0.1824036,0.9796906,0.01002502,-0.1754913,0.9844208
-0.08314514,-0.1824036,0.9796906,0.01002502,-0.1754913,0.9844208
-0.08370972,-0.1803436,0.9800262,0.008682251,-0.170929,0.9852295
-0.0839386,-0.1809387,0.9799042,0.008178711,-0.1715851,0.9851227
-0.0844574,-0.180954,0.9798431,0.008178711,-0.171051,0.9852142
-0.08360291,-0.1807709,0.97995,0.008117676,-0.1721954,0.9850159
-0.0831604,-0.1820374,0.9797516,0.008621216,-0.173111,0.984848
-0.08297729,-0.1821442,0.9797516,0.008621216,-0.1710205,0.9852142
-0.08242798,-0.1821442,0.9797974,0.007354736,-0.1698303,0.9854431
-0.0813446,-0.1825867,0.9798126,0.006591797,-0.170166,0.9853821
-0.08184814,-0.1820679,0.9798584,0.007232666,-0.1674957,0.9858398
-0.08178711,-0.182251,0.9798279,0.007232666,-0.1675873,0.9858246
-0.08229065,-0.1825256,0.9797363,0.007263184,-0.1672211,0.9858856
-0.08201599,-0.1829529,0.9796906,0.007339478,-0.1668396,0.9859467
-0.08126831,-0.1841583,0.9795227,0.009735107,-0.1672974,0.9858551
-0.08128357,-0.1847534,0.9794006,0.01005554,-0.1680145,0.9857178
-0.08378601,-0.1848907,0.9791718,0.01016235,-0.1694641,0.9854736
-0.08374023,-0.1846313,0.9792328,0.01011658,-0.168457,0.9856415
-0.08354187,-0.1852112,0.979126,0.009140015,-0.1691895,0.9855347
-0.08262634,-0.1845551,0.9793396,0.009063721,-0.168457,0.9856567
-0.0824585,-0.185257,0.9792175,0.008834839,-0.1687317,0.985611
-0.08337402,-0.1852875,0.979126,0.008529663,-0.1687622,0.985611
-0.08283997,-0.1845398,0.9793243,0.009216309,-0.1716003,0.9851227
-0.08274841,-0.1851044,0.9792175,0.007049561,-0.1708832,0.98526
-0.08226013,-0.186615,0.9789734,0.009567261,-0.1714783,0.9851379
-0.0821228,-0.1871948,0.9788666,0.008682251,-0.1722412,0.9850006
-0.08251953,-0.1906891,0.9781647,0.008575439,-0.1753693,0.9844513
-0.08314514,-0.1908112,0.9780884,0.00769043,-0.1759338,0.9843597
-0.08796692,-0.1874542,0.9783173,0.008422852,-0.1811371,0.9834137
-0.08822632,-0.1874695,0.9782867,0.008880615,-0.1800537,0.9836121
-0.08631897,-0.1882324,0.9783173,0.007293701,-0.1811218,0.983429
-0.08630371,-0.1890259,0.9781647,0.007293701,-0.181015,0.9834442
-0.08631897,-0.1897736,0.9780121,0.007415771,-0.1804962,0.9835358
-0.08631897,-0.1882324,0.9783173,0.007293701,-0.1804504,0.983551
-0.08638,-0.1873322,0.9784851,0.007446289,-0.180542,0.9835358
-0.08448792,-0.1869507,0.978714,0.008163452,-0.1797485,0.9836731
-0.08421326,-0.1879578,0.9785461,0.008850098,-0.1790466,0.9837952
-0.08325195,-0.187912,0.9786377,0.008911133,-0.1779785,0.9839783
-0.08326721,-0.1880951,0.9786072,0.009033203,-0.1772614,0.9841156
-0.08209229,-0.1838074,0.9795227,0.009872437,-0.1768341,0.9841766
-0.08210754,-0.1851044,0.9792786,0.009887695,-0.177002,0.9841461
-0.08227539,-0.1885223,0.9786072,0.01075745,-0.1752777,0.9844513
-0.0811615,-0.1935577,0.9777222,0.01045227,-0.1742859,0.9846344
-0.08084106,-0.1907196,0.978302,0.009262085,-0.1743011,0.9846344
-0.08056641,-0.1919708,0.9780731,0.009048462,-0.1744385,0.9846191
-0.08076477,-0.1880341,0.9788208,0.008392334,-0.1707001,0.9852753
-0.08076477,-0.1880341,0.9788208,0.008392334,-0.1707001,0.9852753
-0.08015442,-0.1861267,0.979248,0.008453369,-0.1700134,0.9853973
-0.08036804,-0.1854553,0.9793549,0.008361816,-0.1694489,0.9854889
-0.08036804,-0.1854553,0.9793549,0.008361816,-0.1694489,0.9854889
-0.08015442,-0.1858521,0.9792938,0.009033203,-0.1688843,0.9855804
-0.08088684,-0.1851807,0.9793549,0.009429932,-0.174942,0.9845276
-0.08085632,-0.1845551,0.9794769,0.009796143,-0.1751709,0.9844818
-0.08174133,-0.1851807,0.9792938,0.009063721,-0.1752625,0.9844666
-0.0798645,-0.1840668,0.97966,0.008514404,-0.1753693,0.9844513
-0.07940674,-0.18573,0.9793854,0.007446289,-0.1753998,0.9844666
-0.07841492,-0.1806946,0.9803925,0.005432129,-0.1686554,0.9856567
-0.07844543,-0.1807404,0.9803925,0.005142212,-0.1680756,0.9857483
