Gaze Left X,Gaze Left Y,Gaze Left Z,Gaze Right X,Gaze Right Y,Gaze Right Z
-0.114975,-0.1690674,0.9788666,-0.006225586,-0.1559601,0.9877319
-0.114975,-0.1690674,0.9788666,-0.006225586,-0.1559601,0.9877319
-0.1138306,-0.1704407,0.9787598,-0.006973267,-0.1560059,0.9877167
-0.1129456,-0.1678009,0.9793243,-0.007644653,-0.1556091,0.9877777
-0.1126404,-0.1698608,0.9790039,-0.007247925,-0.1572571,0.9875183
-0.1120148,-0.1680908,0.9793701,-0.004776001,-0.1572571,0.9875336
-0.1119385,-0.1677551,0.9794464,-0.002349854,-0.1583862,0.9873657
-0.1113739,-0.1671295,0.9796143,-0.001678467,-0.1611633,0.9869232
-0.1112061,-0.167984,0.9794922,-0.0009918213,-0.1598663,0.9871216
-0.1108704,-0.1664886,0.9797821,-0.001876831,-0.1604309,0.98703
-0.11203,-0.1694794,0.9791412,-0.002243042,-0.1604614,0.98703
-0.1145477,-0.1696472,0.9788208,-0.003265381,-0.159317,0.9872131
-0.1148376,-0.169342,0.9788361,-0.002593994,-0.1599121,0.9871216
-0.1156464,-0.168457,0.9788971,-0.003097534,-0.1598053,0.9871368
-0.1156769,-0.1697845,0.978653,-0.004211426,-0.1591949,0.9872284
-0.1183929,-0.1707916,0.9781647,-0.004104614,-0.1592865,0.9872131
-0.1159363,-0.1707153,0.9784698,-0.004058838,-0.1598206,0.9871216
-0.1154633,-0.1715088,0.9783783,-0.00440979,-0.1600952,0.9870911
-0.1154785,-0.1719513,0.978302,-0.004486084,-0.1601257,0.9870758
-0.1158142,-0.172348,0.9781952,-0.009063721,-0.1578522,0.9874115
-0.1151123,-0.1711121,0.9785004,-0.009521484,-0.1570892,0.9875336
-0.1150513,-0.1720123,0.9783478,-0.009552002,-0.1571503,0.9875183
-0.1144867,-0.1720886,0.9783936,-0.009536743,-0.1578217,0.9874115
-0.1138611,-0.171875,0.9785004,-0.009628296,-0.1578674,0.9873962
-0.1137695,-0.1699524,0.9788513,-0.008972168,-0.1579895,0.9873962
-0.1137238,-0.1699829,0.9788513,-0.008773804,-0.1571198,0.9875336
-0.1137543,-0.1697998,0.9788818,-0.009353638,-0.1565704,0.9876099
-0.1143188,-0.1677856,0.9791565,-0.009674072,-0.1573639,0.9874878
-0.1151123,-0.1702881,0.9786377,-0.009796143,-0.157486,0.9874573
-0.1145782,-0.1682281,0.9790497,-0.009918213,-0.1577759,0.9874115
-0.1145172,-0.1686554,0.9789886,-0.01078796,-0.1573639,0.9874725
-0.1103668,-0.1685791,0.9794769,-0.0113678,-0.1571198,0.9875031
-0.1103668,-0.1685486,0.9794922,-0.01121521,-0.1576996,0.9874115
-0.1091766,-0.1676636,0.9797668,-0.010849,-0.1599274,0.9870605
-0.1090851,-0.1659851,0.980072,-0.01089478,-0.1585083,0.9872894
-0.1095276,-0.1667175,0.9798889,-0.006210327,-0.1620483,0.9867554
-0.1098175,-0.1672058,0.9797821,-0.006210327,-0.1620483,0.9867554
-0.1103668,-0.16716,0.9797211,-0.005340576,-0.1623535,0.9867096
-0.1095886,-0.1671753,0.9798126,-0.005310059,-0.1624756,0.9866943
-0.1100006,-0.1683502,0.9795532,-0.004730225,-0.1609497,0.9869385
-0.1109924,-0.1696472,0.9792175,-0.008804321,-0.1574249,0.9874878
-0.1116638,-0.1690216,0.979248,-0.009567261,-0.1561432,0.9876862
-0.111145,-0.1689758,0.9793243,-0.009628296,-0.1567535,0.9875793
-0.1117706,-0.1693268,0.979187,-0.009063721,-0.1568909,0.9875641
-0.1131287,-0.1690063,0.9790955,-0.00869751,-0.1547394,0.987915
-0.1142273,-0.167038,0.9793091,-0.009124756,-0.1555634,0.9877777
-0.1149902,-0.1673431,0.9791565,-0.009780884,-0.156723,0.9875793
-0.1150055,-0.1673889,0.9791565,-0.009811401,-0.1567841,0.9875793
-0.1149902,-0.1669922,0.9792175,-0.008682251,-0.1591797,0.9871979
-0.1153412,-0.1670685,0.9791718,-0.008728027,-0.1587982,0.9872589
-0.1136017,-0.1671448,0.9793549,-0.00680542,-0.158905,0.9872589
-0.1150055,-0.1667633,0.9792633,-0.006866455,-0.1609497,0.9869232
-0.1153259,-0.1671295,0.9791565,-0.007019043,-0.1597443,0.9871216
-0.1141968,-0.167511,0.9792328,-0.008468628,-0.1592255,0.9871979
-0.11409,-0.1690369,0.9789734,-0.007019043,-0.159256,0.9871979
-0.1146088,-0.1690216,0.9789124,-0.007049561,-0.1596527,0.9871368
-0.1147461,-0.1690521,0.9788971,-0.008621216,-0.1590118,0.9872284
-0.1147461,-0.1690674,0.9788971,-0.007247925,-0.1594391,0.9871674
-0.114975,-0.1678467,0.9790802,-0.005661011,-0.1590118,0.9872589
-0.1148376,-0.1693726,0.9788361,-0.00604248,-0.159256,0.9872131
-0.114151,-0.1686859,0.9790344,-0.006088257,-0.1593628,0.9871979
-0.1135559,-0.169342,0.9789886,-0.006134033,-0.1585236,0.9873352
-0.1139221,-0.1695404,0.9789124,-0.008270264,-0.1581573,0.9873657
-0.1136627,-0.1687012,0.9790802,-0.008270264,-0.1584473,0.9873199
-0.1138306,-0.1682434,0.9791412,-0.01118469,-0.1585083,0.9872894
-0.1138306,-0.1682434,0.9791412,-0.01118469,-0.1585083,0.9872894
-0.1133881,-0.1680603,0.9792175,-0.01078796,-0.1560059,0.9876862
-0.113205,-0.1676636,0.9793091,-0.01039124,-0.1560974,0.9876709
