Gaze Left X,Gaze Left Y,Gaze Left Z,Gaze Right X,Gaze Right Y,Gaze Right Z
-0.1236267,-0.2108459,0.9696655,-0.03688049,-0.2072906,0.9775696
-0.1236725,-0.2115021,0.9695129,-0.03713989,-0.2069397,0.9776459
-0.123703,-0.2125549,0.9692841,-0.03710938,-0.2068787,0.9776459
-0.1210785,-0.2130127,0.9695129,-0.0368042,-0.2056122,0.9779358
-0.1210785,-0.2130127,0.9695129,-0.0368042,-0.2056122,0.9779358
-0.1210785,-0.2130127,0.9695129,-0.0368042,-0.2056122,0.9779358
-0.1210785,-0.2130127,0.9695129,-0.0368042,-0.2056122,0.9779358
-0.1216583,-0.2136536,0.9692993,-0.03689575,-0.2080536,0.977417
-0.1216583,-0.2136536,0.9692993,-0.03689575,-0.2080536,0.977417
-0.1216431,-0.2138214,0.9692535,-0.03741455,-0.2079773,0.977417
-0.1213379,-0.2138672,0.9692841,-0.03752136,-0.2084198,0.9773102
-0.1203918,-0.2144165,0.9692841,-0.03761292,-0.2090302,0.9771729
-0.1197968,-0.2142334,0.9694061,-0.03781128,-0.2088928,0.9772034
-0.1181641,-0.2133026,0.9698029,-0.03834534,-0.208847,0.9771881
-0.1181641,-0.2133026,0.9698029,-0.03834534,-0.208847,0.9771881
-0.1183319,-0.2121277,0.970047,-0.03944397,-0.2073212,0.9774628
-0.118454,-0.2121277,0.9700317,-0.03849792,-0.2074127,0.9774933
-0.1189728,-0.2120667,0.9699707,-0.03826904,-0.2075043,0.977478
-0.1196136,-0.2131348,0.9696655,-0.03849792,-0.2070313,0.9775696
-0.1197968,-0.2135162,0.9695587,-0.03848267,-0.206192,0.9777527
-0.1200409,-0.2147827,0.9692383,-0.03839111,-0.2060242,0.9777832
-0.1201019,-0.2149506,0.9692078,-0.03791809,-0.2064362,0.9777222
-0.1172028,-0.2142334,0.9697113,-0.03770447,-0.206955,0.9776154
-0.1165009,-0.2147675,0.9696808,-0.03790283,-0.2067413,0.9776459
-0.1158447,-0.2142334,0.9698792,-0.03756714,-0.2068939,0.9776306
-0.1157074,-0.213501,0.9700623,-0.0375824,-0.2070007,0.9776154
-0.1157074,-0.214386,0.9698639,-0.03536987,-0.2082214,0.9774323
-0.1157074,-0.2141876,0.9699097,-0.03512573,-0.2081451,0.9774628
-0.1156769,-0.2128296,0.9701996,-0.03536987,-0.206192,0.9778595
-0.1156921,-0.2121429,0.9703522,-0.03556824,-0.2067871,0.9777374
-0.1161499,-0.2165527,0.9693298,-0.03594971,-0.2058411,0.9779205
-0.11586,-0.216629,0.9693451,-0.03575134,-0.2064209,0.9777985
-0.1150818,-0.2172852,0.9692841,-0.03594971,-0.2048645,0.9781189
-0.115387,-0.2163086,0.9694672,-0.03591919,-0.2047729,0.9781342
-0.1148071,-0.2162933,0.9695435,-0.03915405,-0.2054443,0.9778748
-0.1145172,-0.2165985,0.9695129,-0.0390625,-0.2047729,0.9780273
-0.1152649,-0.2166901,0.9694061,-0.03974915,-0.2035217,0.9782562
-0.1144562,-0.2126312,0.9703979,-0.03970337,-0.2020416,0.9785614
-0.1151428,-0.2126923,0.9703064,-0.03970337,-0.2022858,0.9785156
-0.1152496,-0.2127228,0.9702759,-0.03967285,-0.2023163,0.9785004
-0.1153564,-0.2126617,0.9702759,-0.04032898,-0.20224,0.9785004
-0.1155853,-0.2127686,0.9702301,-0.04025269,-0.2017822,0.9785919
-0.1156158,-0.2124481,0.9703064,-0.04032898,-0.2018738,0.9785767
-0.1155548,-0.2125092,0.9702911,-0.04081726,-0.2015228,0.9786224
-0.1146851,-0.2125702,0.9703827,-0.04072571,-0.201767,0.9785767
-0.115509,-0.2134247,0.9700928,-0.04173279,-0.2020111,0.9784851
-0.1157532,-0.2136078,0.9700317,-0.04269409,-0.2011261,0.9786224
-0.1157227,-0.215744,0.9695587,-0.04272461,-0.2014771,0.9785461
-0.1157074,-0.2158051,0.9695435,-0.04255676,-0.1998749,0.9788818
-0.1169739,-0.2162323,0.9692993,-0.04270935,-0.1995697,0.9789429
-0.1167603,-0.2167969,0.9692078,-0.04270935,-0.199646,0.9789276
-0.1164856,-0.2163391,0.9693298,-0.04196167,-0.1999359,0.9788971
-0.1166382,-0.2169647,0.9691772,-0.04194641,-0.1994476,0.9790039
-0.1156311,-0.2170258,0.9692841,-0.04220581,-0.1995392,0.9789734
-0.1156616,-0.2170258,0.9692841,-0.04203796,-0.1996918,0.9789429
-0.1156769,-0.2179718,0.9690704,-0.04136658,-0.1998749,0.9789429
-0.1157227,-0.2179871,0.9690552,-0.04136658,-0.1998138,0.9789581
-0.1157379,-0.2180481,0.9690399,-0.04125977,-0.1995392,0.9790039
-0.1157532,-0.2180023,0.9690552,-0.04124451,-0.1994934,0.9790192
-0.1159058,-0.2174683,0.9691467,-0.03996277,-0.2003174,0.9789124
-0.1159668,-0.217392,0.969162,-0.03993225,-0.2003632,0.9788971
-0.1162567,-0.217926,0.9690094,-0.03904724,-0.2011261,0.978775
-0.1161804,-0.2181702,0.9689636,-0.03794861,-0.2008209,0.9788818
-0.1163635,-0.2184143,0.9688873,-0.03779602,-0.2008667,0.9788818
-0.1164551,-0.2184296,0.9688721,-0.03746033,-0.2009277,0.9788818
-0.1152802,-0.2184143,0.9690094,-0.03746033,-0.2028198,0.9784851
-0.1153259,-0.2179565,0.9691162,-0.0375061,-0.2034302,0.978363
-0.1155396,-0.2176514,0.9691467,-0.03700256,-0.203537,0.978363
-0.1156158,-0.2175293,0.9691772,-0.03741455,-0.2037811,0.9782867
-0.115509,-0.2144928,0.9698639,-0.03733826,-0.2054138,0.977951
-0.115509,-0.2144928,0.9698639,-0.03733826,-0.2054138,0.977951
-0.115509,-0.2144928,0.9698639,-0.03733826,-0.2054138,0.977951
-0.115509,-0.2144928,0.9698639,-0.03733826,-0.2054138,0.977951
-0.1156311,-0.2152863,0.9696655,-0.0369873,-0.2051086,0.9780273
-0.1137085,-0.2142334,0.9701385,-0.03791809,-0.204895,0.9780426
-0.1137848,-0.2140045,0.9701691,-0.03881836,-0.2049103,0.9779968
-0.1135864,-0.2142029,0.9701538,-0.03933716,-0.2049561,0.9779663
-0.1143188,-0.2141876,0.9700775,-0.03968811,-0.2039337,0.9781647
-0.1141205,-0.2137146,0.9701996,-0.04022217,-0.2059937,0.9777222
-0.1145935,-0.2138214,0.9701233,-0.04013062,-0.2042084,0.9781036
-0.1155548,-0.2138062,0.9700165,-0.04014587,-0.2040405,0.9781342
-0.1169891,-0.2145081,0.9696808,-0.04017639,-0.2050476,0.9779205
-0.1181946,-0.2141876,0.9696045,-0.04037476,-0.2053375,0.9778442
-0.1182861,-0.214325,0.9695587,-0.04042053,-0.2062073,0.9776611
-0.1171417,-0.2137604,0.9698334,-0.04051208,-0.2068024,0.9775391
-0.1183014,-0.2132721,0.9697876,-0.04084778,-0.2060852,0.9776764
-0.1194611,-0.21315,0.9696808,-0.04063416,-0.2052002,0.9778748
-0.1190643,-0.2130127,0.9697571,-0.04074097,-0.2052765,0.9778442
-0.118042,-0.2125244,0.969986,-0.04136658,-0.205307,0.9778137
-0.115799,-0.2116089,0.970459,-0.04232788,-0.2050171,0.977829
-0.1150055,-0.2117615,0.97052,-0.04258728,-0.2047272,0.97789
-0.116272,-0.2117157,0.9703827,-0.04264832,-0.2045135,0.9779205
-0.1171722,-0.2114716,0.9703217,-0.04324341,-0.2047272,0.9778595
-0.1168518,-0.2111816,0.9704285,-0.04244995,-0.2069702,0.977417
-0.1162567,-0.2099609,0.9707642,-0.04309082,-0.2062225,0.9775543
-0.1154633,-0.2104492,0.9707489,-0.0428772,-0.2073822,0.9773102
-0.1144104,-0.2107086,0.9708252,-0.04347229,-0.2081604,0.9771118
-0.115036,-0.2106934,0.9707489,-0.04333496,-0.2081757,0.9771271
-0.1154785,-0.2106934,0.9707031,-0.04345703,-0.2081451,0.9771271
-0.1147156,-0.2100677,0.9709167,-0.04426575,-0.2079468,0.9771271
-0.1147766,-0.210556,0.9708099,-0.04411316,-0.2087402,0.9769745
-0.1148224,-0.2116394,0.9705658,-0.04560852,-0.2094421,0.9767456
-0.1144714,-0.2116852,0.9705963,-0.04566956,-0.2095337,0.9767303
-0.1150665,-0.2111206,0.9706573,-0.04684448,-0.2106018,0.9764404
-0.1154175,-0.2108612,0.9706726,-0.04684448,-0.2106171,0.9764404
-0.1189117,-0.2088928,0.9706726,-0.0463562,-0.210144,0.9765625
-0.1193848,-0.2077026,0.970871,-0.04653931,-0.2109985,0.9763641
-0.1212616,-0.2090149,0.9703522,-0.04689026,-0.2089386,0.9767914
-0.1218872,-0.2087708,0.9703369,-0.04689026,-0.20784,0.9770355
-0.1217499,-0.2045135,0.9712524,-0.04658508,-0.2041931,0.9778137
-0.1216583,-0.2042694,0.9713135,-0.04656982,-0.2035828,0.9779358
-0.1213989,-0.2029572,0.9716187,-0.04519653,-0.2007141,0.9785919
-0.1210938,-0.2026367,0.9717255,-0.04519653,-0.1997223,0.9788055
-0.121933,-0.2023621,0.9716797,-0.04026794,-0.1973877,0.9794922
-0.1221619,-0.202774,0.9715576,-0.0401001,-0.197403,0.9794922
-0.1207428,-0.2000275,0.9723053,-0.03692627,-0.1933289,0.980423
-0.1207428,-0.2000275,0.9723053,-0.03692627,-0.1933289,0.980423
-0.1192322,-0.2001343,0.9724731,-0.03739929,-0.1912384,0.9808197
-0.1192322,-0.2001343,0.9724731,-0.03739929,-0.1912384,0.9808197
-0.1192322,-0.2001343,0.9724731,-0.03739929,-0.1912384,0.9808197
-0.1191101,-0.1972504,0.9730835,-0.03578186,-0.1890259,0.981308
-0.118927,-0.1967773,0.9731903,-0.03504944,-0.1885071,0.9814453
-0.118927,-0.1967773,0.9731903,-0.03504944,-0.1885071,0.9814453
-0.119278,-0.1937256,0.9737701,-0.03593445,-0.1884613,0.9814148
-0.1203156,-0.192688,0.9738464,-0.0355072,-0.188446,0.9814301
-0.1207428,-0.1923981,0.9738464,-0.03616333,-0.1871033,0.9816589
-0.1208954,-0.1914215,0.9740295,-0.03564453,-0.1868439,0.9817352
-0.1212311,-0.1916656,0.973938,-0.03587341,-0.1877747,0.9815521
-0.1224365,-0.1905975,0.973999,-0.03625488,-0.1870422,0.9816742
-0.1226044,-0.1889038,0.9743042,-0.03656006,-0.1870117,0.9816742
-0.1239014,-0.188385,0.9742432,-0.0365448,-0.1852112,0.9820099
-0.1239166,-0.1872711,0.9744568,-0.0365448,-0.1850433,0.9820404
-0.1272888,-0.1869354,0.9740753,-0.03746033,-0.1807861,0.9828033
-0.1279602,-0.1872101,0.973938,-0.03907776,-0.1802826,0.9828339
-0.128418,-0.1891479,0.9735107,-0.03964233,-0.1796875,0.9829102
