0,0,0,-0.00075551,-6.7766e-05,-3.2075e-05,-0.0015053,0.00068252,0.00026827,-0.0016618,0.0010968,0.00046002
-0.0022937,0.002095,0.00086603,-0.0032247,0.0040346,0.0015926,-0.0046503,0.006796,0.0023515,-0.0046771,0.0076607,0.0024432
-0.0036521,0.0070592,0.0021099,-0.0034909,0.0074588,0.0019774,-0.0029768,0.0071837,0.0017489,-0.0028834,0.0069584,0.0017114
-0.0022033,0.0059474,0.0014237,-0.0017309,0.0035941,0.001006,-0.0010932,0.002849,0.00068024,-0.00079544,0.0018702,0.00047755
-0.00051664,0.0012013,0.00029843,-0.00016146,0.00060396,0.00010062,-6.926e-05,6.6689e-05,1.3677e-05,-3.0615e-05,-0.00013478,-3.6459e-05
-1.9734e-05,-0.00041175,-9.7075e-05,-3.3749e-05,-0.00079658,-0.00017231,-5.6586e-05,-0.001039,-0.0002223,-7.0027e-05,-0.0012769,-0.00026994
-7.2171e-05,-0.0013685,-0.00029073,-6.1965e-05,-0.0013732,-0.00029447,9.2332e-07,-0.0013284,-0.000303,-2.6723e-05,-0.0013614,-0.00030139
-6.5067e-06,-0.00146,-0.00032212,-6.1963e-05,-0.0014528,-0.00032466,-0.00013179,-0.0025135,-0.0005294,-0.00016938,-0.0028608,-0.00059528
-0.00097828,-0.0069188,-0.0016302,-0.00098242,-0.0068121,-0.0014209,-0.00064728,-0.0086206,-0.0019443,-6.9728e-05,-0.0082551,-0.0017056
-5.7753e-06,-0.0059027,-0.0011539,0.00054679,-0.0040638,-0.00069669,0.00073124,-0.0032127,-0.00035882,0.00086054,-0.0023743,-5.6556e-05
0.00067517,-0.0016808,0.00013145,0.00070234,-0.0013528,0.00019941,2.2058e-05,2.8735e-05,3.3242e-06,1.2819e-05,1.9003e-05,-7.9468e-06
1.5956e-05,1.7712e-05,-6.0664e-06,1.0481e-05,4.6827e-05,2.982e-07,-0.00010006,0.00049731,0.00011529,-0.0005733,0.0020133,0.00052217
-0.001394,0.0034556,0.0011025,-0.0019197,0.0045479,0.0015302,-0.0023062,0.0048065,0.001828,-0.0020222,0.0051254,0.0018243
-0.0021896,0.0055149,0.001953,-0.0015239,0.0053494,0.0017327,-0.00060036,0.003942,0.0010482,-0.00064189,0.0031426,0.00086314
-0.00026751,0.002131,0.00057064,-0.00027279,0.0010936,0.00036477,7.5244e-05,3.4414e-05,1.1344e-05,0.00016597,-0.00040298,-0.00013499
0.00017949,-0.00066022,-0.00020908,0.00037519,-0.00085601,-0.00032027,0.00031845,-0.0010088,-0.00033761,0.00022677,-0.0011081,-0.00032927
0.00043713,-0.00099832,-0.000384,0.00026443,-0.0011071,-0.00034922,0.00029904,-0.0011052,-0.00036393,0.00020063,-0.0011896,-0.00036531
0.00036555,-0.0011054,-0.00039653,0.00055019,-0.0010641,-0.00045143,0.00050364,-0.0010857,-0.00044998,0.00047058,-0.0014489,-0.00053746
0.00068321,-0.0021788,-0.00084378,0.00096331,-0.0025359,-0.001168,0.0010003,-0.0033196,-0.0011354,0.00047994,-0.0052556,-0.0016109
-0.00035888,-0.0049668,-0.00096592,6.4109e-05,-0.0030642,-0.00026325,9.9995e-05,-0.0018355,8.6224e-05,0.00023258,-0.0010418,0.00026548
0.00030665,-0.0011752,0.00020497,0.00028241,-0.0005587,0.00032746,0.00020811,-0.00063281,0.00037933,0.00033743,-0.0007951,0.00035865
3.4739e-06,4.6909e-05,-2.8693e-06,1.3981e-05,1.5501e-05,-8.1794e-06,1.675e-05,1.2026e-05,-7.4152e-06,1.6274e-05,1.2908e-05,-7.0938e-06
-2.8761e-06,1.6818e-05,1.0369e-06,-0.00025407,0.00018778,0.00012334,-0.0008881,0.00066275,0.00045313,-0.0015588,0.0012992,0.00082008
-0.0020985,0.002293,0.0011117,-0.002802,0.0040281,0.0015307,-0.0030982,0.0048348,0.0017137,-0.0034185,0.0054973,0.0019481
-0.0036099,0.0060279,0.0020685,-0.0034913,0.0057381,0.0020821,-0.002995,0.0052874,0.001793,-0.0024976,0.0038874,0.0015394
-0.0018896,0.002865,0.0011368,-0.00090801,0.0012758,0.00051908,-0.00053482,0.00080587,0.0003209,-0.00027424,0.00023865,0.00014283
3.2898e-05,-0.00013534,-4.1608e-05,0.0001268,-0.00033229,-0.00012443,0.00012362,-0.00069977,-0.00020714,0.00016957,-0.00089968,-0.00026515
0.00029851,-0.0010327,-0.00033734,0.00053371,-0.00097742,-0.0004095,0.00072746,-0.0009384,-0.0004757,0.00082719,-0.00092117,-0.00051289
