X,Y,Z
1.434015,1.532229,-0.2597332
1.434015,1.532229,-0.2597332
1.434015,1.532229,-0.2597332
1.434015,1.532229,-0.2597332
1.434015,1.532229,-0.2597332
1.434015,1.532229,-0.2597332
1.434015,1.532229,-0.2597332
1.434015,1.532229,-0.2597332
1.434015,1.532229,-0.2597332
1.434015,1.532229,-0.2597332
1.434015,1.532229,-0.2597332
1.434015,1.532229,-0.2597332
1.434015,1.532229,-0.2597332
1.434015,1.532229,-0.2597332
1.434015,1.532229,-0.2597332
1.434015,1.532229,-0.2597332
1.434015,1.532229,-0.2597332
1.434015,1.532229,-0.2597332
1.434015,1.532229,-0.2597332
1.434015,1.532229,-0.2597332
1.434015,1.532229,-0.2597332
1.434015,1.532229,-0.2597332
1.434015,1.532229,-0.2597332
1.434015,1.532229,-0.2597332
1.434015,1.532229,-0.2597332
1.434015,1.532229,-0.2597332
1.434015,1.532229,-0.2597332
1.434015,1.532229,-0.2597332
1.434015,1.532229,-0.2597332
1.434015,1.532229,-0.2597332
1.434015,1.532229,-0.2597332
1.434015,1.532229,-0.2597332
1.434015,1.532229,-0.2597332
1.434015,1.532229,-0.2597332
1.434015,1.532229,-0.2597332
1.471736,1.612368,-0.2327502
1.476161,1.638074,-0.2311935
1.48232,1.668018,-0.2326754
1.491005,1.686722,-0.2303081
1.498376,1.705682,-0.228799
1.507039,1.718609,-0.2254308
1.52246,1.747376,-0.2193616
1.530726,1.761734,-0.2161775
1.538509,1.774267,-0.2134016
1.546691,1.78604,-0.2107711
1.554445,1.797852,-0.2091153
1.56392,1.808996,-0.2067993
1.581234,1.826273,-0.203049
1.590551,1.834069,-0.2012187
1.598938,1.840334,-0.1995047
1.606715,1.845889,-0.1977896
1.615086,1.851876,-0.1964484
1.623206,1.857421,-0.1959261
1.630427,1.861116,-0.1950817
1.641927,1.867382,-0.194562
1.647697,1.869519,-0.1940768
1.652324,1.871109,-0.1939205
1.657653,1.87224,-0.1937108
1.661884,1.873278,-0.1933107
1.665647,1.874135,-0.1929259
1.670846,1.875393,-0.1938154
1.673505,1.875729,-0.1938519
1.675385,1.876247,-0.1940294
1.676311,1.877089,-0.1946599
1.67678,1.877962,-0.1952479
1.677063,1.878955,-0.1957884
1.67778,1.881327,-0.1966466
1.678719,1.882261,-0.1966704
1.678719,1.882261,-0.1966704
1.679551,1.883433,-0.1963048
1.679442,1.883537,-0.1958247
1.679421,1.883819,-0.1954522
1.678388,1.88416,-0.1949196
1.677113,1.884362,-0.1948055
1.675502,1.885092,-0.19522
1.674982,1.885196,-0.1951497
1.669981,1.885728,-0.1970359
1.666258,1.885753,-0.1990297
1.661676,1.885221,-0.2017157
1.656645,1.88339,-0.203838
1.64766,1.881227,-0.2064047
1.639229,1.87869,-0.2087873
1.618668,1.87123,-0.2148327
1.605703,1.865218,-0.2183587
1.594966,1.859928,-0.2214219
1.581721,1.853141,-0.2251634
1.56994,1.845305,-0.2288623
1.548234,1.82763,-0.2347193
1.536797,1.81717,-0.2371116
1.526495,1.806075,-0.2390022
1.516989,1.794134,-0.2402869
1.507963,1.780521,-0.2418947
1.50016,1.766456,-0.2433353
1.493454,1.751997,-0.2455069
1.483757,1.721045,-0.2482063
1.48033,1.704473,-0.2485021
1.478018,1.686697,-0.2479225
1.473145,1.667919,-0.2482069
1.469877,1.648959,-0.2476715
1.466898,1.628184,-0.2471177
1.465905,1.605896,-0.2469904
1.465905,1.605896,-0.2469904
1.465905,1.605896,-0.2469904
1.465905,1.605896,-0.2469904
1.465905,1.605896,-0.2469904
1.465905,1.605896,-0.2469904
1.465905,1.605896,-0.2469904
1.465905,1.605896,-0.2469904
1.465905,1.605896,-0.2469904
1.465905,1.605896,-0.2469904
1.465905,1.605896,-0.2469904
1.465905,1.605896,-0.2469904
1.465905,1.605896,-0.2469904
1.465905,1.605896,-0.2469904
1.465905,1.605896,-0.2469904
1.465905,1.605896,-0.2469904
1.465905,1.605896,-0.2469904
1.465905,1.605896,-0.2469904
1.465905,1.605896,-0.2469904
1.465905,1.605896,-0.2469904
1.465905,1.605896,-0.2469904
1.465905,1.605896,-0.2469904
1.465905,1.605896,-0.2469904
1.465905,1.605896,-0.2469904
1.465905,1.605896,-0.2469904
1.465905,1.605896,-0.2469904
1.465905,1.605896,-0.2469904
1.465905,1.605896,-0.2469904
1.465905,1.605896,-0.2469904
1.465905,1.605896,-0.2469904
1.465905,1.605896,-0.2469904
1.465905,1.605896,-0.2469904
1.465905,1.605896,-0.2469904
1.465905,1.605896,-0.2469904
1.465905,1.605896,-0.2469904
1.465905,1.605896,-0.2469904
1.465905,1.605896,-0.2469904
1.465905,1.605896,-0.2469904
1.465905,1.605896,-0.2469904
1.465905,1.605896,-0.2469904
1.465905,1.605896,-0.2469904
1.465905,1.605896,-0.2469904
1.465905,1.605896,-0.2469904
1.465905,1.605896,-0.2469904
1.465905,1.605896,-0.2469904
1.465905,1.605896,-0.2469904
1.465905,1.605896,-0.2469904
1.465905,1.605896,-0.2469904
1.465905,1.605896,-0.2469904
1.465905,1.605896,-0.2469904
1.465905,1.605896,-0.2469904
1.465905,1.605896,-0.2469904
1.465905,1.605896,-0.2469904
1.465905,1.605896,-0.2469904
1.465905,1.605896,-0.2469904
1.465905,1.605896,-0.2469904
1.465905,1.605896,-0.2469904
1.465905,1.605896,-0.2469904
1.465905,1.605896,-0.2469904
1.465905,1.605896,-0.2469904
1.465905,1.605896,-0.2469904
1.465905,1.605896,-0.2469904
1.465905,1.605896,-0.2469904
1.465905,1.605896,-0.2469904
1.465905,1.605896,-0.2469904
1.465905,1.605896,-0.2469904
1.465905,1.605896,-0.2469904
1.465905,1.605896,-0.2469904
1.465905,1.605896,-0.2469904
1.465905,1.605896,-0.2469904
1.465905,1.605896,-0.2469904
1.465905,1.605896,-0.2469904
1.465905,1.605896,-0.2469904
1.465905,1.605896,-0.2469904
1.465905,1.605896,-0.2469904
1.465905,1.605896,-0.2469904
1.465905,1.605896,-0.2469904
1.465905,1.605896,-0.2469904
1.465905,1.605896,-0.2469904
1.465905,1.605896,-0.2469904
1.465905,1.605896,-0.2469904
1.465905,1.605896,-0.2469904
1.465905,1.605896,-0.2469904
1.465905,1.605896,-0.2469904
1.465905,1.605896,-0.2469904
1.465905,1.605896,-0.2469904
1.465905,1.605896,-0.2469904
1.465905,1.605896,-0.2469904
1.465905,1.605896,-0.2469904
1.465905,1.605896,-0.2469904
1.465905,1.605896,-0.2469904
1.465905,1.605896,-0.2469904
1.465905,1.605896,-0.2469904
1.465905,1.605896,-0.2469904
1.465905,1.605896,-0.2469904
1.465905,1.605896,-0.2469904
1.465905,1.605896,-0.2469904
1.465905,1.605896,-0.2469904
1.465905,1.605896,-0.2469904
1.465905,1.605896,-0.2469904
1.465905,1.605896,-0.2469904
1.465905,1.605896,-0.2469904
1.465905,1.605896,-0.2469904
1.465905,1.605896,-0.2469904
1.465905,1.605896,-0.2469904
1.465905,1.605896,-0.2469904
1.465905,1.605896,-0.2469904
1.465905,1.605896,-0.2469904
1.465905,1.605896,-0.2469904
1.465905,1.605896,-0.2469904
1.465905,1.605896,-0.2469904
1.465905,1.605896,-0.2469904
1.465905,1.605896,-0.2469904
1.465905,1.605896,-0.2469904
1.465905,1.605896,-0.2469904
1.465905,1.605896,-0.2469904
1.465905,1.605896,-0.2469904
1.465905,1.605896,-0.2469904
1.465905,1.605896,-0.2469904
1.465905,1.605896,-0.2469904
1.465905,1.605896,-0.2469904
1.465905,1.605896,-0.2469904
1.465905,1.605896,-0.2469904
1.465905,1.605896,-0.2469904
1.465905,1.605896,-0.2469904
1.465905,1.605896,-0.2469904
1.465905,1.605896,-0.2469904
1.465905,1.605896,-0.2469904
1.465905,1.605896,-0.2469904
1.465905,1.605896,-0.2469904
1.465905,1.605896,-0.2469904
1.465905,1.605896,-0.2469904
1.465905,1.605896,-0.2469904
1.465905,1.605896,-0.2469904
1.465905,1.605896,-0.2469904
1.465905,1.605896,-0.2469904
1.465905,1.605896,-0.2469904
1.465905,1.605896,-0.2469904
1.465905,1.605896,-0.2469904
1.465905,1.605896,-0.2469904
1.465905,1.605896,-0.2469904
1.465905,1.605896,-0.2469904
1.465905,1.605896,-0.2469904
1.465905,1.605896,-0.2469904
1.465905,1.605896,-0.2469904
1.465905,1.605896,-0.2469904
1.465905,1.605896,-0.2469904
1.465905,1.605896,-0.2469904
1.465905,1.605896,-0.2469904
1.465905,1.605896,-0.2469904
1.465905,1.605896,-0.2469904
1.465905,1.605896,-0.2469904
1.465905,1.605896,-0.2469904
1.465905,1.605896,-0.2469904
1.465905,1.605896,-0.2469904
1.465905,1.605896,-0.2469904
1.465905,1.605896,-0.2469904
1.465905,1.605896,-0.2469904
1.465905,1.605896,-0.2469904
1.465905,1.605896,-0.2469904
1.465905,1.605896,-0.2469904
1.465905,1.605896,-0.2469904
1.465905,1.605896,-0.2469904
1.465905,1.605896,-0.2469904
1.465905,1.605896,-0.2469904
1.465905,1.605896,-0.2469904
1.465905,1.605896,-0.2469904
1.465905,1.605896,-0.2469904
1.465905,1.605896,-0.2469904
1.465905,1.605896,-0.2469904
1.465905,1.605896,-0.2469904
1.465905,1.605896,-0.2469904
1.465905,1.605896,-0.2469904
1.465905,1.605896,-0.2469904
1.465905,1.605896,-0.2469904
1.465905,1.605896,-0.2469904
1.465905,1.605896,-0.2469904
1.465905,1.605896,-0.2469904
1.465905,1.605896,-0.2469904
1.465905,1.605896,-0.2469904
1.465905,1.605896,-0.2469904
1.465905,1.605896,-0.2469904
1.529581,1.69961,-0.3110982
1.535132,1.714514,-0.3113874
1.540232,1.730793,-0.3144564
1.548476,1.742458,-0.3166915
1.561945,1.767388,-0.3230736
1.569141,1.780711,-0.3268269
1.577005,1.791587,-0.3299892
1.584305,1.803427,-0.3342559
1.591711,1.8146,-0.3383348
1.599657,1.823375,-0.3418128
1.607703,1.831483,-0.3452013
1.620949,1.846067,-0.3520063
1.628026,1.852397,-0.355037
1.635221,1.85801,-0.3580893
1.641973,1.862912,-0.3608661
1.649031,1.867247,-0.3633078
1.655929,1.870718,-0.3659362
1.670401,1.875453,-0.3698982
1.676556,1.877026,-0.3712841
1.682413,1.878225,-0.3725467
1.687819,1.879769,-0.374004
1.692349,1.880619,-0.3751856
1.696199,1.881572,-0.3764676
1.700854,1.883599,-0.3789603
1.702761,1.884123,-0.3798119
1.704773,1.884135,-0.3806278
1.706599,1.884282,-0.3813869
1.707842,1.884511,-0.3824373
1.709245,1.884694,-0.3839513
1.709382,1.884994,-0.3846216
1.709099,1.884508,-0.3849449
1.708287,1.884248,-0.384462
1.706699,1.884196,-0.3836855
1.704899,1.884228,-0.3827822
1.701514,1.884738,-0.3816628
1.693762,1.885483,-0.3788168
1.688214,1.88507,-0.3771508
1.681057,1.88355,-0.374999
1.673855,1.881675,-0.3729925
1.663965,1.879864,-0.3711444
1.655158,1.876741,-0.3687414
1.645208,1.873695,-0.3663021
1.635101,1.869001,-0.3631824
1.61499,1.859321,-0.3568487
1.605448,1.853172,-0.3533901
1.596453,1.846424,-0.349616
1.586647,1.839155,-0.3457083
1.577551,1.830844,-0.3407322
1.569189,1.821386,-0.3356731
1.555784,1.802382,-0.3266222
1.549197,1.791151,-0.3221509
1.542247,1.779016,-0.3180296
1.536971,1.768946,-0.3154241
1.531943,1.758115,-0.3128527
1.527459,1.746453,-0.3105464
1.522708,1.735318,-0.3084845
1.520279,1.722677,-0.3063966
1.512675,1.698292,-0.300994
1.509779,1.686243,-0.2982228
1.506757,1.673561,-0.2956333
1.503884,1.657669,-0.2930913
1.501186,1.643787,-0.2909149
1.497416,1.626855,-0.2894848
1.497416,1.626855,-0.2894848
1.497416,1.626855,-0.2894848
1.497416,1.626855,-0.2894848
1.497416,1.626855,-0.2894848
1.497416,1.626855,-0.2894848
1.497416,1.626855,-0.2894848
1.497416,1.626855,-0.2894848
1.497416,1.626855,-0.2894848
1.497416,1.626855,-0.2894848
1.497416,1.626855,-0.2894848
1.497416,1.626855,-0.2894848
1.497416,1.626855,-0.2894848
1.497416,1.626855,-0.2894848
1.497416,1.626855,-0.2894848
1.497416,1.626855,-0.2894848
1.497416,1.626855,-0.2894848
1.497416,1.626855,-0.2894848
1.497416,1.626855,-0.2894848
1.497416,1.626855,-0.2894848
1.497416,1.626855,-0.2894848
1.497416,1.626855,-0.2894848
1.497416,1.626855,-0.2894848
1.497416,1.626855,-0.2894848
1.497416,1.626855,-0.2894848
1.497416,1.626855,-0.2894848
1.497416,1.626855,-0.2894848
1.497416,1.626855,-0.2894848
1.497416,1.626855,-0.2894848
1.497416,1.626855,-0.2894848
1.497416,1.626855,-0.2894848
1.497416,1.626855,-0.2894848
1.497416,1.626855,-0.2894848
1.497416,1.626855,-0.2894848
1.497416,1.626855,-0.2894848
1.497416,1.626855,-0.2894848
1.497416,1.626855,-0.2894848
1.497416,1.626855,-0.2894848
1.497416,1.626855,-0.2894848
1.497416,1.626855,-0.2894848
1.497416,1.626855,-0.2894848
1.497416,1.626855,-0.2894848
1.497416,1.626855,-0.2894848
1.497416,1.626855,-0.2894848
1.497416,1.626855,-0.2894848
1.497416,1.626855,-0.2894848
1.497416,1.626855,-0.2894848
1.497416,1.626855,-0.2894848
1.497416,1.626855,-0.2894848
1.497416,1.626855,-0.2894848
1.497416,1.626855,-0.2894848
1.497416,1.626855,-0.2894848
1.497416,1.626855,-0.2894848
1.497416,1.626855,-0.2894848
1.497416,1.626855,-0.2894848
1.497416,1.626855,-0.2894848
1.497416,1.626855,-0.2894848
1.497416,1.626855,-0.2894848
1.497416,1.626855,-0.2894848
1.497416,1.626855,-0.2894848
1.497416,1.626855,-0.2894848
1.497416,1.626855,-0.2894848
1.497416,1.626855,-0.2894848
1.497416,1.626855,-0.2894848
1.497416,1.626855,-0.2894848
1.497416,1.626855,-0.2894848
1.497416,1.626855,-0.2894848
1.497416,1.626855,-0.2894848
1.497416,1.626855,-0.2894848
1.497416,1.626855,-0.2894848
1.497416,1.626855,-0.2894848
1.497416,1.626855,-0.2894848
1.497416,1.626855,-0.2894848
1.497416,1.626855,-0.2894848
1.497416,1.626855,-0.2894848
1.497416,1.626855,-0.2894848
1.497416,1.626855,-0.2894848
1.497416,1.626855,-0.2894848
1.497416,1.626855,-0.2894848
1.497416,1.626855,-0.2894848
1.497416,1.626855,-0.2894848
1.497416,1.626855,-0.2894848
1.497416,1.626855,-0.2894848
1.497416,1.626855,-0.2894848
1.497416,1.626855,-0.2894848
1.497416,1.626855,-0.2894848
1.497416,1.626855,-0.2894848
1.497416,1.626855,-0.2894848
1.497416,1.626855,-0.2894848
1.497416,1.626855,-0.2894848
1.497416,1.626855,-0.2894848
1.497416,1.626855,-0.2894848
1.497416,1.626855,-0.2894848
1.497416,1.626855,-0.2894848
1.497416,1.626855,-0.2894848
1.497416,1.626855,-0.2894848
1.497416,1.626855,-0.2894848
1.497416,1.626855,-0.2894848
1.497416,1.626855,-0.2894848
1.497416,1.626855,-0.2894848
1.497416,1.626855,-0.2894848
1.497416,1.626855,-0.2894848
1.497416,1.626855,-0.2894848
1.497416,1.626855,-0.2894848
1.497416,1.626855,-0.2894848
1.497416,1.626855,-0.2894848
1.497416,1.626855,-0.2894848
1.497416,1.626855,-0.2894848
1.497416,1.626855,-0.2894848
1.497416,1.626855,-0.2894848
1.497416,1.626855,-0.2894848
1.497416,1.626855,-0.2894848
1.497416,1.626855,-0.2894848
1.497416,1.626855,-0.2894848
1.497416,1.626855,-0.2894848
1.497416,1.626855,-0.2894848
1.497416,1.626855,-0.2894848
1.497416,1.626855,-0.2894848
1.497416,1.626855,-0.2894848
1.497416,1.626855,-0.2894848
1.497416,1.626855,-0.2894848
1.497416,1.626855,-0.2894848
1.497416,1.626855,-0.2894848
1.497416,1.626855,-0.2894848
1.497416,1.626855,-0.2894848
1.497416,1.626855,-0.2894848
1.497416,1.626855,-0.2894848
1.497416,1.626855,-0.2894848
1.497416,1.626855,-0.2894848
1.497416,1.626855,-0.2894848
1.497416,1.626855,-0.2894848
1.497416,1.626855,-0.2894848
1.497416,1.626855,-0.2894848
1.497416,1.626855,-0.2894848
1.497416,1.626855,-0.2894848
1.497416,1.626855,-0.2894848
1.497416,1.626855,-0.2894848
1.497416,1.626855,-0.2894848
1.497416,1.626855,-0.2894848
1.497416,1.626855,-0.2894848
1.497416,1.626855,-0.2894848
1.497416,1.626855,-0.2894848
