Gaze Left X,Gaze Left Y,Gaze Left Z
-0.3756714,-0.1787262,0.9093475
-0.3751678,-0.1790314,0.9094849
-0.3735352,-0.1774902,0.9104614
-0.3730469,-0.1769867,0.9107666
-0.3720703,-0.1768188,0.9111938
-0.3726349,-0.1776581,0.9107971
-0.3729858,-0.1776581,0.9106598
-0.3722534,-0.1775055,0.9109802
-0.3724976,-0.1777649,0.9108429
-0.3726501,-0.1784363,0.9106445
-0.3732605,-0.1783142,0.9104156
-0.3725281,-0.1781311,0.9107513
-0.3740082,-0.1797638,0.9098206
-0.3725739,-0.1797485,0.9104156
-0.3699341,-0.1749573,0.9124298
-0.4176788,-0.2378998,0.8768768
-0.4530945,-0.258728,0.8530731
-0.4496613,-0.2613525,0.8540955
-0.459549,-0.2599487,0.8492432
-0.4572906,-0.2605743,0.8502808
-0.456543,-0.2635651,0.8497467
-0.455658,-0.265213,0.8497162
-0.4543152,-0.2654114,0.8503723
-0.4546356,-0.2632751,0.8508606
-0.4548645,-0.2626495,0.8509369
-0.4561768,-0.2637024,0.8498993
-0.4563751,-0.2612152,0.8505707
-0.4588623,-0.2567139,0.8506012
-0.4124451,-0.2539978,0.8748474
-0.3735504,-0.2006989,0.9056244
-0.2943726,-0.1802673,0.9385223
-0.2805023,-0.1777039,0.9432526
-0.2956238,-0.1813049,0.9379272
-0.2983398,-0.1654053,0.9400024
-0.29953,-0.166153,0.9394989
-0.300354,-0.1728973,0.9380188
-0.2953949,-0.1756287,0.9390869
-0.2809601,-0.1927948,0.9401398
-0.2967834,-0.1800537,0.9378052
-0.3058472,-0.1922455,0.9324493
-0.2886963,-0.1668396,0.9427643
-0.3144989,-0.1854858,0.930954
-0.2970886,-0.2287598,0.9270325
-0.308136,-0.1752472,0.9350586
-0.3631744,-0.1772919,0.9146881
-0.3063202,-0.1753998,0.9356232
-0.2926178,-0.1993256,0.9352112
-0.274704,-0.1508636,0.9496155
-0.2578583,-0.2520142,0.932724
-0.3382721,-0.3199921,0.884964
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
-0.2007751,-0.3863831,0.9002075
-0.2706604,-0.3826294,0.8833618
-0.2417755,-0.3856812,0.8903809
-0.2497253,-0.3952637,0.8839569
0,0,0
-0.3143005,-0.2614136,0.9126129
-0.2827148,-0.2996216,0.9111938
0,0,0
-0.1546936,-0.3061981,0.9393005
-0.3698273,-0.114212,0.9220428
-0.3648682,-0.2201843,0.9046326
0,0,0
-0.1967926,-0.2337799,0.9521484
-0.326004,-0.1539307,0.9327393
0,0,0
-0.4647369,-0.2798157,0.8400574
-0.4150543,-0.1851501,0.8907471
-0.4588318,-0.375824,0.8051147
-0.3530731,-0.3155975,0.8807526
-0.4489594,-0.2285614,0.8638153
-0.5255432,-0.2502289,0.8131256
-0.4063721,-0.2786865,0.8701477
-0.4993439,-0.2289276,0.8356018
-0.5001373,-0.2509155,0.8287811
-0.2307434,-0.2905426,0.9286041
0,0,0
-0.5779114,-0.07319641,0.8128052
-0.3951263,-0.09713745,0.9134674
-0.4009247,-0.1335144,0.906311
-0.2533112,-0.3104401,0.916214
-0.2145538,-0.2718048,0.9381256
-0.4691925,-0.1896667,0.8624725
-0.6223297,-0.1458588,0.7690277
-0.2582092,-0.2723846,0.9268799
-0.2049561,-0.1788483,0.9622803
-0.2293549,-0.2639618,0.9368591
-0.2636414,-0.1251373,0.9564514
-0.1981506,-0.06762695,0.977829
-0.210083,-0.05273438,0.9762421
-0.20755,-0.07389832,0.9754181
-0.1914673,-0.0464325,0.9803925
-0.1775665,-0.06936646,0.9816437
-0.1846466,-0.08128357,0.9794312
-0.177124,-0.08738708,0.9802856
-0.1793976,-0.0861969,0.9799805
-0.1773224,-0.08508301,0.9804535
-0.1828003,-0.07318115,0.9804077
-0.1917419,-0.0723114,0.9787598
-0.189209,-0.07034302,0.9794006
-0.2016754,-0.07423401,0.9766235
-0.1990509,-0.07318115,0.9772491
-0.2178345,-0.1042633,0.9703827
-0.2182617,-0.1899109,0.9572144
-0.2460938,-0.2663422,0.9319305
-0.2611084,-0.351181,0.8991547
-0.2640686,-0.3833923,0.885025
-0.2893524,-0.4157562,0.8621979
-0.285202,-0.4166107,0.8631744
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
-0.2936249,-0.411087,0.8629913
0,0,0
-0.2988129,-0.4243622,0.8547516
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
-0.317627,-0.4610596,0.8285522
0,0,0
-0.316452,-0.4635773,0.8276062
0,0,0
0,0,0
-0.3052979,-0.4481049,0.8402252
0,0,0
0,0,0
0,0,0
-0.3288269,-0.4859772,0.8097382
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
-0.4688873,-0.2130737,0.8571625
-0.3981781,-0.1679993,0.9017792
-0.378418,-0.3137665,0.8708191
-0.2780304,-0.210144,0.9372864
-0.5607452,-0.2958374,0.7733307
0,0,0
-0.5000458,-0.3350677,0.7985382
-0.355896,-0.2613678,0.8972168
-0.3855591,-0.1410065,0.9118347
-0.3939514,-0.1826477,0.9007874
-0.4236298,-0.3005066,0.8545227
-0.4254456,-0.3140411,0.8487396
-0.4329376,-0.3059692,0.8479004
-0.4572601,-0.2956543,0.8387299
-0.4701996,-0.3026276,0.8290405
-0.4697571,-0.3027496,0.8292389
-0.4627075,-0.3050079,0.8323822
-0.4600067,-0.3074646,0.832962
-0.468811,-0.3053436,0.8288269
-0.4875946,-0.3023834,0.8190155
-0.4876556,-0.3033905,0.8186035
-0.3099518,-0.1856995,0.9324341
-0.3013306,-0.1717224,0.937912
-0.4143524,-0.1731873,0.8934784
-0.4507141,-0.2466125,0.8579102
-0.2196655,-0.3267059,0.9192352
-0.2671204,-0.3129272,0.9114227
-0.3108215,-0.3122864,0.8976898
-0.3189087,-0.3029022,0.8980713
-0.3963165,-0.2910309,0.8707581
-0.4338837,-0.2872772,0.8539276
-0.3176727,-0.2976837,0.900238
-0.318924,-0.2924042,0.901535
-0.4860992,-0.2709656,0.8308105
-0.5141754,-0.2674255,0.8149109
-0.5318756,-0.2650909,0.804245
-0.5314636,-0.2665558,0.8040314
-0.4644012,-0.2752533,0.8417511
-0.5053711,-0.2523193,0.8251801
-0.5049286,-0.2364655,0.8301239
-0.3903503,-0.1061707,0.914505
-0.300415,-0.09596252,0.9489594
-0.2710571,-0.06886292,0.960083
-0.4438934,-0.3852386,0.8090363
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
-0.406189,-0.3299713,0.8521271
-0.3343964,-0.13591,0.9325714
-0.2524872,-0.2756042,0.9275055
-0.1668549,-0.2347565,0.9576111
-0.184021,-0.1472473,0.971817
-0.1518707,-0.1741333,0.9729309
-0.1096954,-0.1712494,0.9790955
-0.126358,-0.1609039,0.9788361
-0.1191559,-0.1525574,0.9810791
-0.1251221,-0.1522522,0.9803772
-0.119812,-0.1433563,0.9823761
-0.1173859,-0.1537323,0.9811096
-0.1166534,-0.154007,0.9811554
-0.1167908,-0.1378479,0.9835358
-0.1149597,-0.1418304,0.9831848
-0.1329498,-0.1572113,0.9785614
-0.1888733,-0.04745483,0.9808502
-0.1746979,0.008926392,0.9845734
-0.1773529,0.01045227,0.9840851
-0.1806335,0.01618958,0.9834137
-0.176651,0.03236389,0.9837341
-0.1759949,0.03962708,0.9835815
-0.1765289,0.02726746,0.983902
-0.1830902,0.03071594,0.982605
-0.182785,0.0355835,0.9824982
-0.1819916,0.03359985,0.9827118
-0.1809845,0.04127502,0.982605
-0.1823578,0.0466156,0.9821167
-0.2194977,0.04814148,0.974411
-0.2342529,0.07817078,0.9690094
-0.2381744,0.06072998,0.9693146
-0.2359772,0.06069946,0.9698486
-0.2377625,0.06161499,0.9693604
-0.2417297,0.04818726,0.9691315
-0.2346497,0.05747986,0.9703674
-0.2458038,0.04728699,0.9681549
-0.249649,0.05847168,0.966568
-0.2487488,0.06134033,0.9666138
-0.2490997,0.06105042,0.9665375
-0.2525024,0.0643158,0.9654388
-0.2547455,0.05484009,0.9654388
-0.2747345,0.06358337,0.9594116
-0.2960205,0.05987549,0.9532928
-0.306366,0.06765747,0.9494934
-0.3836365,0.06689453,0.921051
-0.4290924,0.05767822,0.901413
-0.5313416,0.0380249,0.8462982
-0.5269165,0.04853821,0.8485107
-0.5921631,0.02810669,0.8053131
-0.5934601,0.01220703,0.8047485
-0.6049652,0.03878784,0.7953033
-0.6155701,0.02919006,0.7875366
-0.6170044,0.02880859,0.7864075
-0.6096954,0.0201416,0.7923737
-0.6199493,0.02029419,0.7843628
-0.6231079,0.02713013,0.7816467
-0.6200867,0.01481628,0.7843781
-0.6151276,0.01264954,0.7883148
-0.6244965,0.02201843,0.7807159
-0.6267548,0.02069092,0.7789307
-0.6219788,0.01675415,0.7828369
-0.6218719,0.02604675,0.7826691
-0.627655,0.02334595,0.7781372
-0.6275482,0.02235413,0.778244
-0.6272125,0.0171051,0.778656
-0.6270142,0.02754211,0.7785034
-0.6365662,0.01615906,0.7710419
-0.6208496,0.01982117,0.7836609
-0.631485,0.02294922,0.7750244
-0.6195831,0.01991272,0.784668
-0.6264801,0.01603699,0.7792511
-0.6258392,0.01622009,0.7797699
-0.6270905,0.01551819,0.7787781
-0.6281738,0.01565552,0.7778931
0,0,0
-0.6111908,0.02528381,0.7910614
-0.524704,0.06083679,0.8491058
-0.5375977,0.06077576,0.8409882
-0.5166473,0.04780579,0.8548431
-0.5140381,0.04815674,0.8563995
-0.5138702,0.04994202,0.8563995
-0.5120544,0.05056763,0.8574524
-0.5106354,0.05107117,0.8582764
-0.5088043,0.05140686,0.8593292
-0.508667,0.05131531,0.8594208
-0.5088043,0.05097961,0.8593597
-0.5111389,0.05114746,0.8579559
-0.5118561,0.05279541,0.8574371
-0.5123291,0.05288696,0.8571472
-0.5120239,0.05426025,0.8572388
-0.5483856,0.008773804,0.8361664
-0.5760498,-0.08773804,0.8126831
-0.5679474,-0.04527283,0.8218079
-0.5449066,-0.05029297,0.8369751
-0.5583344,-0.06951904,0.8266907
-0.552002,-0.06947327,0.8309326
-0.556076,-0.06829834,0.8283081
-0.5585632,-0.06878662,0.8265839
-0.5620728,-0.06784058,0.8242798
-0.5606079,-0.06147766,0.8257751
-0.5617523,-0.06420898,0.8247986
-0.5596924,-0.05599976,0.8267975
-0.5634766,-0.05459595,0.8243103
-0.5676422,-0.05412292,0.8214722
-0.5636749,-0.05126953,0.8243866
-0.5574036,-0.0526886,0.8285522
-0.5639038,-0.05282593,0.8241425
-0.5653229,-0.05278015,0.8231659
-0.5656586,-0.04998779,0.8231049
-0.558136,-0.05409241,0.8279724
-0.5566864,-0.05134583,0.8291168
-0.5574646,-0.05148315,0.8285828
-0.5579681,-0.04981995,0.8283539
-0.5579681,-0.04986572,0.8283539
-0.5579834,-0.05012512,0.8283234
-0.5592499,-0.04992676,0.8274841
-0.5592651,-0.0499115,0.8274689
-0.5582581,-0.05007935,0.8281403
-0.5556946,-0.04489136,0.8301544
-0.555191,-0.04322815,0.8305817
-0.5554657,-0.04434204,0.8303375
-0.5557556,-0.03527832,0.8305817
-0.5562592,-0.03392029,0.830307
-0.4935608,-0.032547,0.8690948
-0.4397583,-0.001937866,0.8981018
-0.3555145,0.04916382,0.9333649
-0.2846832,0.03077698,0.9581146
-0.1990356,0.02975464,0.979538
-0.1625061,0.02549744,0.9863739
-0.1853638,0.03622437,0.9819946
-0.1868286,0.04164124,0.9815063
-0.1872711,0.04547119,0.9812469
-0.1882324,0.04441833,0.9811096
-0.1871033,0.04695129,0.9812164
-0.1864624,0.04679871,0.9813385
-0.1850586,0.04754639,0.9815674
-0.1846466,0.04754639,0.9816437
-0.1830902,0.05007935,0.9818115
-0.1830902,0.05014038,0.9818115
-0.1605072,0.03468323,0.9864197
-0.05300903,0.03739929,0.997879
-0.005554199,0.02351379,0.9996948
0.05403137,0.03761292,0.997818
0.1003113,0.04225159,0.9940491
0.1634979,0.04556274,0.9854889
0.2078857,0.03590393,0.977478
0.1996765,0.04370117,0.9788818
0.1882324,0.02481079,0.9817963
0.185318,0.02488708,0.9823608
0.1841431,0.0317688,0.9823761
0.1822357,0.02891541,0.9828186
0.1818237,0.03056335,0.9828491
0.1780396,0.03244019,0.9834747
0.1765289,0.03546143,0.9836426
0.1753082,0.04243469,0.9835815
0.1756897,0.04283142,0.9835052
0.1762695,0.0430603,0.9833984
0.1755981,0.04304504,0.9835052
0.1739807,0.04408264,0.9837494
0.1737213,0.04730225,0.9836426
0.1720276,0.04704285,0.983963
0.170578,0.04692078,0.9842224
0.1700134,0.04360962,0.9844666
0.1702118,0.04345703,0.984436
0.1703033,0.04225159,0.9844818
0.1703186,0.04205322,0.9844818
0.07504272,0.0138092,0.9970703
0.02297974,0.02229309,0.9994812
-0.0811615,0.02420044,0.9963989
-0.119873,0.04234314,0.9918823
-0.1880951,0.03575134,0.9814911
-0.1823425,0.03665161,0.9825439
-0.1864777,0.04225159,0.9815369
-0.1856232,0.042099,0.9817047
-0.1850891,0.04244995,0.9817963
-0.1858978,0.04255676,0.9816437
-0.1854553,0.04263306,0.98172
-0.1856232,0.04238892,0.9816895
-0.2178802,0.02975464,0.9755096
-0.2116241,0.03118896,0.9768524
-0.210083,0.03288269,0.9771271
-0.2094269,0.0330658,0.9772491
-0.2090454,0.03269958,0.977356
-0.2083893,0.03105164,0.9775391
-0.1974792,0.01760864,0.9801331
-0.1675873,0.03172302,0.9853363
-0.1718597,0.03700256,0.9844208
-0.172821,0.01316833,0.9848633
-0.163681,0.01579285,0.9863739
-0.1665192,0.04379272,0.9850616
-0.162674,0.0315094,0.9861603
-0.179245,0.02682495,0.983429
-0.1857452,0.03158569,0.9820862
-0.1889343,0.02154541,0.9817505
-0.1911011,0.01243591,0.9814758
-0.1958313,0.008789063,0.9805908
-0.1872711,0.003692627,0.9822998
-0.1780548,-0.000701904,0.9840088
-0.1746521,0.000152588,0.9846191
-0.1795197,-0.00189209,0.9837494
-0.181427,0.002868652,0.9833832
-0.1835785,-0.001953125,0.9830017
-0.1914063,0.001220703,0.9815063
-0.1946869,0.01803589,0.9806824
-0.2010193,0.01873779,0.9794006
-0.2013397,0.02276611,0.979248
-0.2051239,-0.01419067,0.9786224
-0.2026978,-0.03077698,0.9787445
-0.2053528,-0.01313782,0.9785919
-0.2051849,-0.06816101,0.9763336
-0.2286682,-0.04847717,0.97229
-0.2375946,-0.1088562,0.9652405
-0.2110748,-0.1276093,0.969101
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
-0.4822998,-0.2402191,0.8424072
-0.4872284,-0.2413788,0.8392334
-0.4457397,-0.2460632,0.8606567
-0.4259491,-0.2493591,0.8696899
-0.3824768,-0.2474976,0.8901825
-0.375885,-0.2489471,0.8925934
-0.3182373,-0.1910095,0.9285583
-0.3199768,-0.1483002,0.93573
-0.23172,-0.2097931,0.9498749
-0.2656403,-0.1701508,0.9489288
-0.2878265,-0.1869354,0.9392548
-0.2937927,-0.2099457,0.9325104
-0.2806244,-0.2867279,0.9159851
-0.2921906,-0.3084106,0.9052582
-0.296402,-0.2913208,0.9095306
-0.2925415,-0.3625183,0.8848572
-0.2951202,-0.2799225,0.9135284
-0.293457,-0.3973236,0.8694763
-0.2765656,-0.4492493,0.8495026
-0.2961578,-0.4107819,0.8622742
-0.2895355,-0.377121,0.8797302
-0.3149414,-0.4613953,0.8293915
-0.2911377,-0.4726868,0.8317261
-0.3131866,-0.4675598,0.8265991
-0.3097839,-0.4576263,0.8334198
-0.3165741,-0.4792633,0.818573
-0.3300171,-0.4773712,0.8143463
-0.3332367,-0.4703369,0.8171387
-0.3269348,-0.4695892,0.8200989
-0.331192,-0.4951935,0.8031616
-0.3201752,-0.5337067,0.7827148
-0.3244476,-0.5358276,0.77948
-0.3256531,-0.5205994,0.7892456
-0.325943,-0.5205994,0.7891235
-0.3269348,-0.5263977,0.7848663
-0.3199615,-0.5291138,0.7859039
-0.3194733,-0.5294952,0.7858429
-0.3131104,-0.5298004,0.7881927
-0.312851,-0.5218658,0.7935638
-0.3090363,-0.5226898,0.7945251
-0.3019409,-0.49086,0.8172302
-0.3020935,-0.4875183,0.8191681
-0.302597,-0.4873199,0.8190918
-0.3025055,-0.4888,0.8182526
-0.302536,-0.4897003,0.8177032
-0.3015747,-0.4864197,0.8200073
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
-0.3607788,-0.2460327,0.8995972
-0.391449,-0.2951813,0.8715515
-0.4913025,-0.2045288,0.8466187
0,0,0
-0.4212036,-0.2596741,0.8689728
-0.3687134,-0.3276672,0.8698578
-0.3783264,-0.2916107,0.8785248
-0.4494934,-0.2787476,0.8486633
-0.4577789,-0.2806854,0.8435822
-0.3475952,-0.1912994,0.9179077
-0.3323975,-0.250824,0.9091644
-0.3538513,-0.2751465,0.8939056
-0.4784088,-0.1904602,0.8572235
-0.4274902,-0.1968536,0.882309
-0.4565125,-0.1998901,0.8669586
-0.4483795,-0.1953888,0.8722076
-0.4493561,-0.1906433,0.872757
-0.4407654,-0.1906128,0.8771362
-0.3491364,-0.3163605,0.8820496
-0.2344208,-0.2791748,0.9311829
0,0,0
-0.2657623,-0.1604156,0.950592
-0.2187042,-0.1161499,0.9688416
-0.2299194,-0.103653,0.9676666
-0.243927,-0.1634827,0.9559021
-0.2441559,-0.2262421,0.9429626
-0.2420502,-0.2301178,0.9425659
-0.2418823,-0.2497711,0.9375916
-0.2374573,-0.2440948,0.9402161
-0.238327,-0.2512665,0.9381104
-0.2427216,-0.236618,0.9407806
-0.2424469,-0.2465363,0.9383087
-0.2567749,-0.3260803,0.90979
-0.2573242,-0.3930206,0.882782
-0.2661896,-0.4597321,0.8472137
-0.2731323,-0.50914,0.8161774
0,0,0
-0.2971039,-0.5223694,0.7992706
-0.3037415,-0.5337982,0.7891693
-0.3005829,-0.5187531,0.8003235
0,0,0
0,0,0
0,0,0
0,0,0
-0.3027344,-0.5192566,0.7991943
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
-0.350708,-0.442688,0.8252258
-0.3493195,-0.4483643,0.8227539
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
-0.4102631,-0.4298859,0.8042755
-0.3901367,-0.4310303,0.8136139
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
-0.3961487,-0.4408417,0.8054199
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
-0.3921356,-0.4462433,0.8044128
-0.3817596,-0.4824066,0.7883606
0,0,0
-0.3817596,-0.4824066,0.7883606
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
-0.4413147,-0.4496765,0.776535
0,0,0
-0.4541168,-0.4114227,0.7902374
-0.3285065,-0.4264374,0.8427429
-0.3562469,-0.396347,0.8461456
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
-0.4297028,-0.2188873,0.8760223
-0.2985382,-0.22966,0.9263458
-0.3150024,-0.2135925,0.9247284
-0.4912415,-0.3713531,0.7878723
-0.3567352,-0.3442841,0.8684387
-0.2288971,-0.1721344,0.9580994
-0.2735291,-0.2082977,0.9390259
-0.2180634,-0.1286621,0.9674072
-0.2247925,-0.1282959,0.9659119
-0.2325745,-0.02044678,0.9723511
-0.2437286,-0.001419067,0.9698334
-0.2530212,0.01371765,0.9673615
-0.2703705,0.07788086,0.9595947
-0.2487183,0.07383728,0.965744
-0.2503357,0.07589722,0.9651642
-0.2605591,0.09423828,0.9608459
-0.2468109,0.07298279,0.9663086
-0.2625732,0.09753418,0.9599609
-0.2620697,0.09983826,0.9598694
-0.2445984,0.08207703,0.9661407
-0.2610626,0.09480286,0.9606476
-0.2598572,0.09591675,0.9608612
-0.2559662,0.08929443,0.9625397
-0.2502289,0.08938599,0.964035
-0.2691956,0.08436584,0.9593658
-0.286438,0.08966064,0.9538879
-0.2951813,0.07012939,0.9528503
-0.2991791,0.06097412,0.95224
-0.3032684,0.0655365,0.9506378
-0.2933655,0.06002808,0.9541016
-0.3041382,0.05937195,0.9507599
-0.3042145,0.0604248,0.9506683
-0.303421,0.06091309,0.9508972
-0.3042297,0.06022644,0.9506836
