Position X,Position Y,Position Z,Rotation X
-1.4477,0.7619455,-1.111014,78.49513
-1.447829,0.760141,-1.111373,78.76632
-1.448428,0.7567824,-1.111966,79.37099
-1.448623,0.7551086,-1.112161,79.61492
-1.449062,0.751811,-1.112586,79.79063
-1.449409,0.7504504,-1.112718,79.76112
-1.449342,0.7484186,-1.112765,80.12427
-1.44936,0.747286,-1.112826,80.41122
-1.44938,0.745261,-1.112924,80.84782
-1.449932,0.7442231,-1.112999,80.73087
-1.45046,0.74313,-1.113288,80.48656
-1.450855,0.7424073,-1.113318,80.44328
-1.45139,0.7405765,-1.113405,80.49556
-1.451752,0.7399595,-1.113416,80.49335
-1.452047,0.7395682,-1.113476,80.49437
-1.452052,0.7388713,-1.113621,80.55207
-1.451835,0.7374382,-1.113703,80.58399
-1.451849,0.7374651,-1.113631,80.5508
-1.452492,0.7371414,-1.113452,80.48986
-1.452424,0.7352493,-1.113458,80.37132
-1.452497,0.7346411,-1.113426,80.35865
-1.452449,0.7341363,-1.113485,80.34377
-1.452823,0.7336016,-1.113387,80.34258
-1.452903,0.7322049,-1.1131,80.31505
-1.452951,0.7317584,-1.11307,80.27927
-1.453666,0.7314463,-1.112877,80.15324
-1.453923,0.7308962,-1.112894,80.02311
-1.454141,0.7297285,-1.112714,79.73372
-1.454364,0.7294228,-1.112628,79.61346
-1.454866,0.729197,-1.112466,79.48027
-1.455028,0.7285197,-1.112332,79.44468
-1.455024,0.7278183,-1.112107,79.42529
-1.455595,0.7283399,-1.112211,79.39308
-1.456068,0.7274299,-1.112107,79.22887
-1.456254,0.7274041,-1.111949,79.12099
-1.456149,0.7265189,-1.111953,78.95461
-1.456333,0.7268298,-1.111989,78.96196
-1.456417,0.7262847,-1.11184,79.06914
-1.456345,0.7257385,-1.111852,79.1022
-1.456352,0.7259402,-1.111989,79.10626
-1.456414,0.7260563,-1.111838,79.03799
-1.456703,0.7258077,-1.111648,78.92214
-1.456567,0.7249303,-1.111538,78.85584
-1.456591,0.7256551,-1.111526,78.81191
-1.456977,0.7253442,-1.111361,78.79883
-1.457163,0.7247305,-1.111454,78.76039
-1.457291,0.7246733,-1.111396,78.72677
-1.457602,0.725208,-1.111403,78.62379
-1.457965,0.7247088,-1.11132,78.56327
-1.45786,0.7245405,-1.111291,78.46146
-1.458007,0.7248445,-1.111311,78.43832
-1.458154,0.7246072,-1.111171,78.41714
-1.458206,0.7245569,-1.111223,78.4285
-1.45804,0.7244668,-1.111186,78.43829
-1.458222,0.7246647,-1.111163,78.45709
-1.458308,0.7244267,-1.111125,78.46609
-1.458286,0.7244332,-1.111185,78.45219
-1.45848,0.7247925,-1.111004,78.36709
-1.4585,0.7246978,-1.111002,78.35891
-1.458413,0.7243109,-1.111003,78.31132
-1.458452,0.7242596,-1.111004,78.26058
-1.458474,0.7242503,-1.11111,78.22385
-1.45887,0.7237978,-1.11096,78.24468
-1.458583,0.7241578,-1.110988,78.2429
-1.458951,0.7244604,-1.110784,78.24583
-1.458702,0.7237818,-1.110892,78.22327
-1.458754,0.7239304,-1.110841,78.19163
-1.458405,0.7243092,-1.110925,78.10841
-1.458904,0.7243061,-1.110775,78.10989
-1.458927,0.7241693,-1.110844,78.12666
-1.458682,0.7241893,-1.110826,78.08527
-1.458745,0.7240627,-1.110894,78.01845
-1.459102,0.7238085,-1.110776,78.09552
-1.45908,0.7239373,-1.11064,78.15164
-1.458986,0.7238359,-1.110775,78.204
-1.459119,0.7240899,-1.110764,78.22078
-1.45921,0.724108,-1.110769,78.18901
-1.459262,0.7239752,-1.110755,78.16729
-1.459612,0.7239499,-1.110765,78.13761
-1.459641,0.7239692,-1.110702,78.12476
-1.45954,0.7236547,-1.110579,78.15277
-1.459508,0.7237213,-1.110606,78.19378
-1.459754,0.7236295,-1.110623,78.21194
-1.459782,0.72348,-1.110679,78.1127
-1.459838,0.7234371,-1.110677,77.99713
-1.459944,0.7234564,-1.110584,78.00156
-1.459854,0.723557,-1.110443,78.07562
-1.459722,0.7232473,-1.110501,78.12891
-1.459631,0.723161,-1.110453,78.12189
-1.459732,0.7233882,-1.110574,78.1133
-1.459872,0.7233114,-1.110537,78.01514
-1.459891,0.7233262,-1.110522,77.97533
-1.460235,0.7232952,-1.110535,78.06226
-1.459833,0.7230494,-1.110425,78.07848
-1.459836,0.7229855,-1.110403,78.07687
-1.45973,0.7228234,-1.110534,78.07423
-1.45973,0.7228234,-1.110534,78.07423
-1.460192,0.7234612,-1.110495,78.04828
-1.460145,0.7226717,-1.110511,78.05744
-1.459986,0.7227657,-1.110567,78.04753
-1.460281,0.723062,-1.110494,78.04034
-1.460413,0.7225654,-1.11042,78.04727
-1.460154,0.7225769,-1.110594,78.11513
-1.460259,0.7230716,-1.110615,78.09615
-1.460384,0.7231052,-1.110638,78.01557
-1.460518,0.7225699,-1.110472,78.02119
-1.460156,0.7226076,-1.110373,78.00568
-1.460416,0.7228813,-1.11031,78.02605
-1.46052,0.7223966,-1.110416,78.04051
-1.460524,0.7223558,-1.110427,78.04589
-1.460539,0.7227297,-1.110385,78.06972
-1.460481,0.7228093,-1.110403,78.05608
-1.460414,0.7223854,-1.110473,78.02869
-1.460196,0.7227108,-1.110541,78.01725
-1.46057,0.7224979,-1.11051,78.00768
-1.460579,0.7224686,-1.110511,77.98625
-1.460469,0.7223351,-1.110536,77.98239
-1.460626,0.7224922,-1.110491,78.02628
-1.460634,0.7222826,-1.110496,78.04424
-1.460394,0.7222035,-1.110523,78.00796
-1.460393,0.7221203,-1.1105,77.96936
-1.460541,0.7218528,-1.110363,77.97338
-1.460353,0.7221045,-1.110318,77.991
-1.460367,0.7220678,-1.110298,77.9961
-1.460555,0.7221751,-1.110259,77.98656
-1.460653,0.7218821,-1.110412,77.98338
-1.460652,0.7219138,-1.110486,77.935
-1.46063,0.7224705,-1.110524,77.92119
-1.460641,0.7224817,-1.110524,77.93958
-1.460501,0.7217972,-1.110324,77.96159
-1.460531,0.7217817,-1.110304,77.94694
-1.46071,0.7221608,-1.110435,77.9193
-1.460955,0.7219801,-1.110554,77.91785
-1.460627,0.7220466,-1.110487,77.88033
-1.460969,0.722224,-1.11034,77.91621
-1.460694,0.7222185,-1.110459,77.90411
-1.460528,0.7218468,-1.110329,77.89902
-1.460155,0.7217283,-1.110358,77.8889
-1.460421,0.721967,-1.110497,77.87719
-1.460562,0.7223196,-1.11044,77.8741
-1.460092,0.7221086,-1.110594,77.85069
-1.46035,0.7215843,-1.110462,77.8361
-1.460342,0.7215209,-1.110451,77.82162
-1.460524,0.7219293,-1.110413,77.83027
-1.460781,0.7214704,-1.110351,77.83049
-1.460812,0.7214177,-1.110334,77.82949
-1.461144,0.7217596,-1.110376,77.82774
-1.460755,0.7221217,-1.110472,77.81275
-1.460592,0.7212601,-1.110485,77.78224
-1.460607,0.7211943,-1.11048,77.78692
-1.460976,0.7219553,-1.110413,77.81665
-1.461077,0.7213967,-1.110315,77.82461
-1.460697,0.7213931,-1.110459,77.79276
-1.46069,0.7213566,-1.110456,77.78153
-1.460966,0.72141,-1.110388,77.80312
-1.460939,0.7213576,-1.110364,77.81241
-1.46055,0.7213821,-1.110503,77.81306
-1.460763,0.7219007,-1.110626,77.82644
-1.460708,0.7218337,-1.110624,77.85274
-1.460678,0.722101,-1.11063,77.86448
-1.460571,0.7232873,-1.110376,77.92127
-1.460562,0.7240517,-1.110324,77.97913
-1.460639,0.7270396,-1.110166,78.1692
-1.460651,0.7291853,-1.110027,78.1232
-1.461236,0.7338114,-1.109702,77.72505
-1.461221,0.7372494,-1.109332,77.28518
-1.461203,0.7449501,-1.107964,76.21818
-1.461113,0.7488737,-1.106927,75.71442
-1.461101,0.7564509,-1.104419,74.76482
-1.460846,0.7609292,-1.102836,74.26421
-1.460725,0.7708143,-1.098218,73.7537
-1.460704,0.7756429,-1.095306,73.61011
-1.460836,0.7879766,-1.089175,73.1289
-1.46136,0.7953384,-1.085406,72.89162
-1.462385,0.8086404,-1.077563,72.06489
-1.463202,0.8159903,-1.073553,71.48885
-1.46522,0.8321513,-1.064561,70.03743
-1.466882,0.8414168,-1.059748,69.29841
-1.470052,0.8570044,-1.049522,68.04154
-1.47136,0.8648669,-1.044147,67.55374
-1.473082,0.8728712,-1.038471,67.05968
-1.478102,0.8886436,-1.026358,66.31492
-1.480724,0.8959199,-1.020042,66.0094
-1.485709,0.9109017,-1.007692,65.36942
-1.48955,0.9188379,-1.001106,65.1603
-1.494649,0.9346458,-0.9889992,64.74436
-1.498726,0.9415761,-0.982691,64.62879
-1.506227,0.9546075,-0.9702172,64.71712
-1.510255,0.9622272,-0.964088,64.78709
-1.518917,0.9753453,-0.9508586,64.89763
-1.522638,0.9812412,-0.9446311,64.99239
-1.5308,0.993013,-0.9323955,65.17982
-1.5308,0.993013,-0.9323955,65.17982
-1.539552,1.004564,-0.9195946,65.63506
-1.552024,1.019132,-0.9021326,66.59731
-1.556137,1.024701,-0.8965685,66.92144
-1.565611,1.033517,-0.8846822,67.89141
-1.569971,1.03758,-0.8792974,68.27237
-1.578115,1.04409,-0.8695741,69.35708
-1.581784,1.047743,-0.8640781,69.91618
-1.590403,1.05256,-0.8548236,71.18467
-1.594349,1.054428,-0.8504137,71.91196
-1.601495,1.058861,-0.8423122,73.26442
-1.605026,1.060621,-0.8384426,73.93762
-1.612348,1.06348,-0.8309063,75.27821
-1.6157,1.064806,-0.827195,75.9521
-1.621795,1.067279,-0.8208162,77.29275
-1.625437,1.067874,-0.8177806,77.93526
-1.630491,1.069172,-0.8124858,79.03102
-1.633044,1.069661,-0.8101547,79.52462
-1.63763,1.070773,-0.8061486,80.67486
-1.640307,1.070763,-0.8041763,81.16169
-1.643949,1.071249,-0.8003558,82.00188
-1.645726,1.071751,-0.7987629,82.3662
-1.649629,1.071012,-0.7960497,83.22445
-1.651073,1.070778,-0.7950473,83.61823
-1.653668,1.070019,-0.7926897,84.41602
-1.654828,1.06935,-0.7917226,84.76202
-1.65669,1.067662,-0.7895478,85.41512
-1.657527,1.067007,-0.7886786,85.73998
-1.659165,1.065835,-0.787505,86.2169
-1.659915,1.065227,-0.7875384,86.33949
-1.661668,1.064359,-0.7868328,86.79228
-1.661814,1.063805,-0.7870026,87.12724
-1.662407,1.062633,-0.7867955,87.65916
-1.662995,1.062052,-0.7865945,87.7907
-1.663787,1.06113,-0.7867175,87.78636
-1.664317,1.060601,-0.7867712,87.81519
-1.665562,1.059254,-0.786787,87.97117
-1.666035,1.058813,-0.7865043,88.11675
-1.666168,1.057598,-0.7867252,88.41464
-1.666381,1.057364,-0.7867728,88.29647
-1.667403,1.056712,-0.7867713,87.92746
-1.667814,1.056296,-0.7868567,87.85799
-1.667998,1.055567,-0.7873667,87.93152
-1.66817,1.055292,-0.7872276,87.9856
-1.668344,1.054742,-0.7871327,87.99455
-1.66759,1.054695,-0.7875493,87.93892
-1.66747,1.05504,-0.7879263,88.06467
-1.667051,1.055337,-0.7882764,88.16859
-1.665982,1.056031,-0.7889484,87.99602
-1.664373,1.056312,-0.789555,87.64051
-1.66228,1.057434,-0.7900649,86.6843
-1.661074,1.05773,-0.7912254,86.16177
-1.657983,1.059142,-0.7933432,84.95989
-1.656239,1.059969,-0.7945639,84.29333
-1.652682,1.062341,-0.7965478,82.74615
-1.650536,1.063026,-0.7983918,81.7712
-1.645444,1.065126,-0.8020891,79.82143
-1.643309,1.066406,-0.8042775,78.91939
-1.63768,1.068387,-0.808865,77.09651
-1.634334,1.069688,-0.8113927,76.12056
-1.627223,1.07229,-0.8163474,73.96294
-1.623492,1.073192,-0.8186245,72.91483
-1.615386,1.074615,-0.8255489,70.99043
-1.611092,1.075699,-0.8285827,70.02957
-1.60698,1.076524,-0.8321108,69.04984
-1.598806,1.077677,-0.8391562,66.88362
-1.594336,1.07798,-0.8435337,65.79932
-1.58548,1.07822,-0.8523762,63.72832
-1.581434,1.07791,-0.8568795,62.75862
-1.572688,1.075549,-0.8669516,60.9966
-1.567823,1.074847,-0.8722359,59.95526
-1.559783,1.072697,-0.8822399,58.06143
-1.555691,1.070878,-0.8877305,57.26425
-1.547802,1.066607,-0.8990933,55.81689
-1.543306,1.064554,-0.9048592,55.17366
-1.536051,1.059158,-0.9161476,54.14291
-1.532323,1.056306,-0.9218428,53.62775
-1.525178,1.050457,-0.9322584,52.77621
-1.521652,1.046576,-0.9381842,52.44564
-1.515109,1.037651,-0.9486637,51.9366
-1.511722,1.03346,-0.9544573,51.64929
-1.505692,1.025246,-0.9657348,51.31004
-1.502772,1.020679,-0.9711404,51.26743
-1.498445,1.008923,-0.9811115,51.35184
-1.496438,1.003704,-0.9863308,51.46008
-1.492678,0.9927957,-0.9972034,51.84851
-1.491292,0.9859412,-1.001332,52.13191
-1.487549,0.9730468,-1.010653,52.66364
-1.486577,0.9670659,-1.014921,53.1982
-1.482671,0.9544764,-1.024313,54.18829
-1.481445,0.9476449,-1.027892,54.82324
-1.479067,0.9337028,-1.035678,56.11791
-1.477736,0.9276348,-1.039455,56.81578
-1.47575,0.9148004,-1.046091,58.4417
-1.473991,0.9077091,-1.049476,59.25716
-1.470668,0.8962736,-1.056231,60.82262
-1.469493,0.8903347,-1.059228,61.68541
-1.467979,0.8781952,-1.064393,63.46271
-1.466426,0.8722327,-1.067791,64.35314
-1.463647,0.8608967,-1.072504,66.1289
-1.462376,0.8554525,-1.074749,67.0237
-1.459445,0.8446929,-1.079103,68.69896
-1.456265,0.8344766,-1.08392,70.42758
-1.455423,0.8291641,-1.085998,71.32103
-1.453903,0.8202876,-1.089934,72.84068
-1.453119,0.8153734,-1.091744,73.47232
-1.451051,0.8066456,-1.09503,74.52646
-1.45005,0.8027296,-1.096417,75.13313
-1.448151,0.7953135,-1.098825,76.60995
-1.447319,0.7913407,-1.099814,77.39729
-1.44665,0.7872669,-1.100852,78.07333
-1.4461,0.7831972,-1.101829,78.63563
-1.445982,0.777673,-1.103921,79.1797
-1.445665,0.7708118,-1.105694,79.52364
-1.445266,0.7646492,-1.107365,79.67227
-1.445353,0.7622293,-1.107994,79.79479
-1.445914,0.7576334,-1.108994,80.11217
-1.446283,0.7553141,-1.109143,80.24623
-1.4464,0.7504354,-1.110176,80.325
-1.446743,0.7493114,-1.110711,80.22948
-1.447818,0.7458746,-1.111478,79.6554
-1.448319,0.7442436,-1.111713,79.24282
-1.44922,0.7402303,-1.112226,78.9308
-1.449585,0.739223,-1.11258,78.94598
-1.450705,0.7372153,-1.112716,79.06293
-1.451029,0.7351482,-1.112691,79.10904
-1.451719,0.7338343,-1.112941,79.023
-1.452244,0.7330203,-1.11303,78.86969
-1.453364,0.7323496,-1.112984,78.65019
-1.453744,0.7305877,-1.112902,78.61577
-1.453877,0.7300014,-1.112754,78.77623
-1.454506,0.7303729,-1.112548,78.85036
-1.454669,0.729403,-1.112177,78.7611
-1.454851,0.7292554,-1.111988,78.62494
-1.455113,0.7295916,-1.11181,78.26424
-1.455224,0.7292955,-1.111763,78.18152
-1.455284,0.7284286,-1.111524,78.19507
-1.45496,0.7283101,-1.111583,78.26407
-1.455177,0.7285681,-1.111468,78.32281
-1.455373,0.7281229,-1.111425,78.25677
-1.455253,0.7277117,-1.111339,78.03465
-1.455373,0.7275534,-1.111341,77.9594
-1.455854,0.7273571,-1.111377,77.89404
-1.45586,0.7273505,-1.111231,77.79926
-1.456115,0.7268972,-1.111187,77.57645
-1.456247,0.7265704,-1.111116,77.53956
-1.456368,0.7262425,-1.111058,77.61178
-1.456405,0.7261834,-1.110852,77.62701
-1.456788,0.7260222,-1.110847,77.59626
-1.456874,0.7256436,-1.110805,77.54149
-1.456906,0.7259102,-1.110838,77.46481
-1.457381,0.7258503,-1.11052,77.31163
-1.457471,0.7245936,-1.110518,77.24077
-1.457355,0.724983,-1.110585,77.2453
-1.457415,0.7249207,-1.110424,77.25262
-1.457822,0.7246516,-1.110304,77.23395
-1.457825,0.7237923,-1.110176,77.23686
-1.457754,0.7237558,-1.110071,77.25979
-1.457996,0.7241435,-1.109826,77.25907
-1.458203,0.723207,-1.109829,77.16313
-1.458251,0.7230511,-1.109703,77.04907
-1.45844,0.7230229,-1.109748,77.04385
-1.458849,0.7231345,-1.109789,77.0097
-1.459105,0.7225559,-1.109681,76.96191
-1.458986,0.7222893,-1.10965,76.92644
-1.459246,0.7229748,-1.109648,76.95232
-1.459246,0.7229748,-1.109648,76.95232
-1.459475,0.7223637,-1.109639,76.89592
-1.459377,0.721806,-1.109577,76.85831
-1.459413,0.7221534,-1.109692,76.88134
-1.459017,0.721782,-1.109515,76.79986
-1.459432,0.7212663,-1.109368,76.80705
-1.459399,0.7216108,-1.109522,76.85551
-1.459456,0.7215855,-1.109563,76.91109
-1.459601,0.7216489,-1.109482,76.90345
-1.459574,0.7210832,-1.10933,76.77908
-1.459634,0.720993,-1.109346,76.7413
-1.459926,0.7218132,-1.109378,76.72651
-1.459945,0.7208734,-1.109212,76.71072
-1.459953,0.7207489,-1.109184,76.74118
-1.459669,0.720999,-1.109384,76.76264
-1.459902,0.721283,-1.109269,76.75921
-1.459643,0.7205884,-1.109339,76.76141
-1.459758,0.7211356,-1.109375,76.7702
-1.460116,0.7212603,-1.109226,76.72563
-1.460171,0.7212753,-1.109215,76.68258
-1.459904,0.7206004,-1.109221,76.70811
-1.460145,0.721184,-1.109172,76.71061
-1.460189,0.7211766,-1.109186,76.69022
-1.460187,0.7205939,-1.109302,76.68199
-1.460102,0.7207296,-1.109313,76.65826
-1.460132,0.720664,-1.109317,76.63009
-1.460391,0.7202919,-1.109348,76.64333
-1.46044,0.7206309,-1.10935,76.65372
-1.460513,0.7205729,-1.109365,76.61326
-1.46074,0.7202747,-1.109242,76.57149
-1.460569,0.7201014,-1.109282,76.60497
-1.460546,0.7201221,-1.109204,76.60506
-1.460517,0.720309,-1.10917,76.58451
-1.460781,0.7200856,-1.109123,76.58735
-1.460593,0.7200584,-1.10919,76.59914
-1.460646,0.720129,-1.109172,76.58328
-1.460612,0.7198007,-1.109181,76.5508
-1.460622,0.7197337,-1.10918,76.56907
-1.460649,0.7199888,-1.109148,76.56087
-1.460694,0.7199872,-1.109147,76.56564
-1.460757,0.7195792,-1.109247,76.5832
-1.460657,0.7200696,-1.109257,76.55861
-1.460935,0.7198851,-1.109184,76.5026
-1.460871,0.7196395,-1.109193,76.50793
-1.460912,0.7197609,-1.109216,76.52576
-1.461007,0.7198107,-1.109181,76.53652
-1.461103,0.7198031,-1.109194,76.55336
-1.461148,0.7198315,-1.109191,76.53384
-1.460927,0.7201989,-1.109053,76.50287
-1.46127,0.7199709,-1.109093,76.49134
-1.46124,0.7194543,-1.109081,76.47318
-1.461284,0.7194247,-1.109081,76.47185
-1.461371,0.7197063,-1.109091,76.45223
-1.461424,0.7197075,-1.109078,76.42408
-1.461643,0.7193127,-1.109074,76.41485
-1.461429,0.7194777,-1.109119,76.41934
-1.461589,0.7197568,-1.109047,76.40501
-1.461541,0.7193439,-1.108867,76.38329
-1.461394,0.7191603,-1.108922,76.41508
-1.461392,0.7191398,-1.108907,76.42992
-1.461393,0.7197413,-1.108985,76.38572
-1.461544,0.7193682,-1.108851,76.35425
-1.461471,0.7191617,-1.108953,76.38807
-1.46219,0.7194126,-1.108697,76.4267
-1.461856,0.7196875,-1.108761,76.41994
-1.461898,0.7197111,-1.108739,76.39857
-1.461631,0.7190135,-1.108854,76.37952
-1.461699,0.7196698,-1.108882,76.37618
-1.462063,0.719399,-1.108866,76.37743
-1.46193,0.71875,-1.108854,76.36957
-1.461995,0.7186818,-1.108865,76.36955
-1.461643,0.7193775,-1.108919,76.35566
-1.462164,0.7190223,-1.1089,76.35748
-1.462124,0.7183156,-1.108968,76.33482
-1.462383,0.7189622,-1.108865,76.33205
-1.462403,0.7189486,-1.108851,76.32787
-1.462808,0.718797,-1.10873,76.38318
-1.462796,0.7185881,-1.108648,76.35943
-1.462815,0.7184613,-1.10864,76.35967
-1.462715,0.7185161,-1.10866,76.30992
-1.462281,0.7182293,-1.108748,76.25378
-1.462383,0.7188053,-1.108795,76.35179
-1.462467,0.7187045,-1.10871,76.3774
-1.462164,0.7183852,-1.108689,76.28476
-1.46217,0.7183528,-1.108705,76.25703
-1.462403,0.7185893,-1.10883,76.28129
-1.46243,0.7185919,-1.108859,76.3035
-1.462482,0.718576,-1.108904,76.27821
-1.462596,0.7182744,-1.108791,76.24934
-1.462611,0.7180676,-1.108714,76.21763
-1.462484,0.7179575,-1.108619,76.23382
-1.462602,0.718303,-1.108554,76.28443
-1.462888,0.7185526,-1.108871,76.33111
-1.462766,0.7189324,-1.108888,76.39795
-1.462693,0.7196164,-1.109055,76.41959
-1.462463,0.7202814,-1.108977,76.53957
-1.462475,0.7210941,-1.109352,76.58237
-1.46263,0.7247248,-1.110038,76.53049
-1.462831,0.7274554,-1.110256,76.5269
-1.463157,0.7336359,-1.110446,76.39095
-1.462811,0.7374153,-1.110455,76.1106
-1.462557,0.7413473,-1.110003,75.76077
-1.462065,0.7508241,-1.108082,74.88214
-1.462107,0.7553766,-1.107079,74.35041
-1.461062,0.7643729,-1.103441,73.32081
-1.460314,0.7696097,-1.100953,73.01878
-1.458456,0.7787819,-1.094729,73.1348
-1.456984,0.7832921,-1.091509,73.1897
-1.455572,0.7952785,-1.083695,73.21685
-1.455143,0.8012593,-1.079486,72.92786
-1.454423,0.8137294,-1.070043,72.2076
-1.453621,0.8189373,-1.064767,71.91109
-1.452678,0.8313135,-1.053434,71.32108
-1.452725,0.8379567,-1.047659,70.99177
-1.452544,0.8496851,-1.034847,70.43981
-1.452728,0.8562224,-1.028623,70.12691
-1.453619,0.8698288,-1.015799,69.54785
-1.454534,0.8761322,-1.008853,69.37424
-1.456323,0.8867227,-0.9947283,69.1575
-1.456955,0.8923115,-0.9880026,69.10306
-1.459335,0.9033772,-0.9727154,69.39373
-1.460559,0.9079051,-0.9650889,69.66653
-1.462723,0.9119571,-0.9577388,70.0084
-1.465423,0.9193555,-0.9431342,70.8794
-1.468704,0.9280096,-0.9286804,71.84535
-1.471568,0.9296846,-0.9216305,72.46026
-1.474733,0.9345223,-0.9074609,73.62727
-1.478445,0.9393164,-0.8943622,75.2112
-1.481167,0.9405644,-0.8880758,76.09428
-1.484653,0.9423536,-0.8759958,77.79377
-1.486148,0.9416453,-0.8703699,78.6174
-1.489343,0.9434088,-0.8600308,80.20162
-1.492007,0.9423991,-0.8551531,81.03279
-1.495449,0.9407409,-0.8460925,82.55893
-1.496449,0.9396483,-0.8419559,83.30415
-1.499506,0.9370095,-0.8344385,84.64998
-1.501877,0.9347786,-0.8314871,85.05838
-1.503356,0.9330775,-0.8277837,85.22237
-1.50567,0.928313,-0.8221829,84.75283
-1.508972,0.9242965,-0.8171484,84.03521
-1.510395,0.9223527,-0.8151809,83.75399
-1.512168,0.9181615,-0.8118278,82.73526
-1.513391,0.9158268,-0.809965,82.11972
-1.515709,0.9116555,-0.8068615,81.04494
-1.516566,0.9096799,-0.8057082,80.53963
-1.518231,0.9057533,-0.8037794,79.77072
-1.519027,0.9043437,-0.8030223,79.46849
-1.521571,0.9023173,-0.8016003,78.7488
-1.521569,0.901301,-0.8020762,78.50224
-1.522606,0.8986856,-0.800862,77.9581
-1.52375,0.8976762,-0.8005284,77.78085
-1.525338,0.897653,-0.800349,77.30292
-1.525867,0.8967514,-0.8003871,77.06036
-1.526498,0.8951294,-0.7998356,76.71479
-1.526788,0.8948271,-0.7997485,76.65851
-1.526576,0.8949491,-0.8000529,76.68663
-1.526935,0.8948438,-0.7995039,76.71565
-1.527876,0.8947005,-0.799597,76.67345
-1.527826,0.8953143,-0.8001689,76.66393
-1.527837,0.8955815,-0.8003171,76.68002
-1.527594,0.8960065,-0.7998846,76.95813
-1.527662,0.8957208,-0.800463,77.17199
-1.526785,0.8971031,-0.801809,77.629
-1.526438,0.8976458,-0.8024232,77.86017
-1.525831,0.8992279,-0.8032058,78.40171
-1.525513,0.8995988,-0.804498,78.79136
-1.52398,0.9011008,-0.8065995,79.55281
-1.522949,0.9024723,-0.8077909,79.82274
-1.521282,0.9035804,-0.8113611,80.21851
-1.519656,0.9050556,-0.8135291,80.4852
-1.517148,0.9078928,-0.8173012,81.04494
-1.515238,0.9084575,-0.8194232,81.1435
-1.512445,0.9101702,-0.8242384,81.09792
-1.509999,0.9121016,-0.8270649,80.92133
-1.506883,0.9160571,-0.8332357,80.28437
-1.505057,0.9169977,-0.8367575,79.78761
-1.50042,0.9198719,-0.8434383,78.72887
-1.498457,0.9216721,-0.8470672,78.22843
-1.494383,0.9237301,-0.8549013,77.37722
-1.492328,0.9246459,-0.8591999,76.89133
-1.487654,0.9266955,-0.8676625,75.75025
-1.485919,0.927765,-0.8724742,75.227
-1.481777,0.9284632,-0.8814645,74.28969
-1.479673,0.9286072,-0.8860841,73.85677
-1.475477,0.9295142,-0.8953435,73.08408
-1.473964,0.9292337,-0.9003695,72.78951
-1.470233,0.9290603,-0.9098086,72.14087
-1.468343,0.92928,-0.9150072,71.80139
-1.464926,0.9287312,-0.9245743,71.19376
-1.463625,0.9280149,-0.9297911,70.89697
-1.460474,0.9275169,-0.9395814,70.31562
-1.458691,0.9266994,-0.94478,70.03575
-1.457103,0.9249636,-0.9543958,69.44675
-1.455811,0.9245079,-0.9591326,69.14537
-1.453429,0.9227978,-0.969374,68.48622
-1.45255,0.9213868,-0.9741431,68.1397
-1.45168,0.9189112,-0.9835482,67.51582
-1.45122,0.9180808,-0.9883696,67.22514
-1.449826,0.9146905,-0.9978819,66.74689
-1.450101,0.9128504,-1.002063,66.57909
-1.449562,0.9085335,-1.010783,66.32734
-1.449554,0.9071865,-1.015008,66.28245
-1.449551,0.9015694,-1.02297,66.20635
-1.449458,0.8991371,-1.026459,66.24021
-1.449809,0.8936337,-1.033832,66.58238
-1.449313,0.8906689,-1.037651,66.76781
-1.450528,0.8826551,-1.043516,67.35774
-1.450495,0.8788179,-1.04696,67.69826
-1.450388,0.8716547,-1.053621,68.37363
-1.450579,0.8677156,-1.056783,68.69631
-1.452049,0.8583825,-1.062684,69.47079
-1.45251,0.8541691,-1.065785,69.97585
-1.452907,0.8463218,-1.072003,70.83296
-1.453614,0.8418071,-1.074671,71.22227
-1.453671,0.8333548,-1.079798,72.0295
-1.453744,0.8292624,-1.082273,72.46439
-1.453389,0.8216462,-1.086749,73.40989
-1.453451,0.8173655,-1.088461,73.88142
-1.452908,0.8099965,-1.092113,74.61288
-1.452612,0.8067992,-1.093884,74.91261
-1.452561,0.800287,-1.096855,75.47405
-1.452403,0.797205,-1.098112,75.74187
-1.451947,0.790857,-1.100428,76.40291
-1.45166,0.7879498,-1.101414,76.76361
-1.451252,0.7853281,-1.102123,77.09511
-1.450872,0.7827908,-1.102826,77.50793
-1.450212,0.7779369,-1.104065,78.23801
-1.449925,0.773358,-1.105497,78.78255
-1.450252,0.7693698,-1.106449,79.16151
-1.451026,0.7655252,-1.107576,79.45744
-1.451439,0.7637366,-1.108144,79.47458
-1.451482,0.7617683,-1.108155,79.41982
-1.452069,0.7584856,-1.108898,79.35429
-1.452832,0.7558714,-1.109595,79.43182
-1.453304,0.7538508,-1.10983,79.39936
-1.45399,0.7508779,-1.110301,79.41537
-1.454119,0.749249,-1.11031,79.44401
-1.45484,0.7471058,-1.110562,79.64484
-1.455337,0.7457116,-1.110618,79.83349
-1.456185,0.7436392,-1.110959,79.77528
-1.456828,0.7430327,-1.11109,79.64656
-1.457908,0.7408078,-1.110999,79.22578
-1.458252,0.7400131,-1.111036,79.16112
-1.458698,0.7391181,-1.111327,79.26985
-1.458981,0.7385819,-1.111364,79.36678
-1.459661,0.7372656,-1.111268,79.62099
-1.459609,0.7367699,-1.111349,79.67652
-1.460109,0.7373106,-1.111208,79.35487
-1.460522,0.7363195,-1.110972,79.162
