Velocity X,Velocity Y,Velocity Z
0.01996966,-0.09046683,-0.03017074
0.01791687,-0.08618871,-0.02496675
0.008571726,-0.08172491,-0.01109517
0.004107798,-0.0765083,-0.001610847
0.000272125,-0.07680462,0.005848142
-0.001643645,-0.0716459,0.007357058
-0.007913214,-0.07059986,0.0189221
-0.01077532,-0.06599531,0.02075812
-0.01263698,-0.05496123,0.02398957
-0.01122156,-0.04880521,0.02130258
-0.01089861,-0.05278569,0.02218177
-0.01065319,-0.05159704,0.02168227
-0.02309637,-0.01808097,0.04808249
-0.0214651,-0.01680394,0.04468649
0.007061479,-0.04990631,0.009093668
0.006528844,-0.04614197,0.008407749
-0.02230836,0.03928049,0.01886479
-0.02112073,0.03718931,0.01786049
-0.02197305,0.03869009,0.01858125
-0.02332368,0.04106827,0.01972339
-0.01895654,0.03681554,0.02255449
-0.02011846,0.03907211,0.02393694
-0.01963311,0.03812951,0.02335947
-0.01933981,0.0375599,0.02301051
-0.02095014,0.04068732,0.02492648
-0.01964713,0.03815674,0.02337615
-0.01676927,0.03256764,0.01995208
-0.01784863,0.03464808,0.02121701
-0.01694036,0.03288492,0.02013732
-0.01570171,0.03048045,0.01866492
-0.01519661,0.02948924,0.01892721
-0.01621855,0.03147233,0.02020003
-0.01582203,0.03070288,0.01970617
-0.01578674,0.03063439,0.01966221
-0.01913104,0.03287959,0.02280285
-0.01883341,0.03236806,0.0224481
-0.01869133,0.03212387,0.02227874
-0.02434569,0.04047258,0.02837781
-0.04310783,0.01800925,0.05070901
-0.04991109,0.03325782,0.05233126
-0.04877969,0.04899628,0.06110844
-0.04985253,0.05882403,0.07336088
-0.06024186,0.07163619,0.1076077
-0.07046579,0.07517777,0.1209914
-0.08338603,0.08422129,0.1373712
-0.09344283,0.0855649,0.1640295
-0.1228542,0.09124741,0.2056385
-0.1326857,0.08428969,0.2191643
-0.141384,0.0840504,0.2496511
-0.1599033,0.08338713,0.2645765
-0.1839276,0.07328402,0.2994474
-0.1909433,0.0625312,0.3209742
-0.2169157,0.03805397,0.3541972
-0.2378967,0.02044228,0.3683017
-0.2767932,-0.02191601,0.3822675
-0.2820973,-0.0316036,0.3910057
-0.2937383,-0.06476374,0.4014621
-0.3143154,-0.1015563,0.4060057
-0.3390125,-0.1419331,0.413675
-0.3442601,-0.1518928,0.4022728
-0.3612196,-0.197704,0.3934167
-0.3708318,-0.2236143,0.3727988
-0.387335,-0.2540345,0.3492096
-0.3934398,-0.2629122,0.3389574
-0.4148998,-0.3125083,0.3150817
-0.4301306,-0.3304307,0.2895385
-0.4421622,-0.3312858,0.2495844
-0.437778,-0.3572523,0.2324014
-0.4412846,-0.3868077,0.2007787
-0.4516478,-0.3989833,0.1858415
-0.4516287,-0.4153818,0.1510953
-0.4507279,-0.4268434,0.1353751
-0.4394529,-0.4516078,0.1009244
-0.438077,-0.4563751,0.09480069
-0.4313953,-0.468944,0.0803946
-0.4265532,-0.4879299,0.0626272
-0.4175407,-0.4969816,0.04857289
-0.4157986,-0.5017518,0.04701117
-0.4050922,-0.5045854,0.03161133
-0.3995464,-0.5114153,0.03114918
-0.3868243,-0.5348289,0.03201057
-0.3749113,-0.5360264,0.02026378
-0.3502562,-0.5360023,0.02186476
-0.3425065,-0.5334546,0.02667489
-0.3265317,-0.5363789,0.03127338
-0.3156716,-0.5235047,0.03099071
-0.285551,-0.5063111,0.03011349
-0.2803463,-0.5128404,0.02933924
-0.2920985,-0.5532647,0.03905616
-0.2367239,-0.4550124,0.03349923
-0.2330534,-0.4494698,0.03338648
-0.2255111,-0.4357937,0.02260272
-0.2172812,-0.4272641,0.02296921
-0.1870005,-0.3968697,0.02058324
-0.1804166,-0.3830359,0.01837951
-0.1652422,-0.3693236,0.008408608
-0.155514,-0.3543121,0.006192969
-0.1358378,-0.3236547,-0.001706245
-0.127926,-0.3166403,-0.001598165
-0.1003061,-0.296096,-0.01238946
-0.09519506,-0.2784084,-0.01187204
-0.08028613,-0.2509558,-0.01601782
-0.07686326,-0.25065,-0.01754587
-0.05524124,-0.2274043,-0.02105691
-0.05124762,-0.2168124,-0.02111146
-0.04152826,-0.1913952,-0.02784582
-0.04185415,-0.1967423,-0.02589863
-0.03026006,-0.174667,-0.02182094
-0.02674766,-0.164452,-0.0238277
-0.02923856,-0.1525332,-0.031787
-0.02667764,-0.1397377,-0.03091272
-0.0187695,-0.1184908,-0.0290457
-0.01940046,-0.1129992,-0.02819187
-0.0234144,-0.1157762,-0.02846365
-0.02034779,-0.09858218,-0.02661118
-0.01241715,-0.07876389,-0.02878908
-0.01668188,-0.08235667,-0.02274058
-0.01265154,-0.07887269,-0.02353536
-0.01097391,-0.07749776,-0.02366497
0.003874177,-0.0707563,-0.03483782
0.003101368,-0.07525356,-0.03323928
0.01402706,-0.06560792,-0.02945167
0.01372914,-0.06675233,-0.03071455
0.01255368,-0.06982985,-0.02996333
0.01287203,-0.07094418,-0.03016432
0.008821957,-0.06421149,-0.0286443
0.009561669,-0.06255862,-0.02572962
0.007291164,-0.05500357,-0.02106929
0.005180915,-0.05315384,-0.01992867
-0.007758869,0.05421424,0.01829732
-0.006737865,0.04708008,0.01588954
-0.006741335,0.04710433,0.01589772
-0.006664812,0.04656963,0.01571726
-0.002862979,-0.047846,-0.01792483
-0.002732845,-0.0456712,-0.01711007
-0.000769693,-0.04379956,-0.01772295
-0.000816493,-0.0464627,-0.01880056
-0.000816581,-0.04646772,-0.01880259
-0.000783984,-0.04461279,-0.01805201
-0.000728157,-0.04143591,-0.01676653
-0.002596969,-0.04955078,-0.01884811
-0.002404215,-0.04587299,-0.01744916
0.03021643,-0.03593292,-0.02958645
0.030526,-0.03630106,-0.02988957
0.02628746,-0.03841671,-0.02413592
0.02202645,-0.03218965,-0.02022366
0.02066802,-0.03020442,-0.01897641
0.02330186,-0.03405354,-0.02139468
0.02195973,-0.03209214,-0.0201624
0.01939396,-0.0283425,-0.01780663
0.02025593,-0.02960219,-0.01859805
0.01898215,-0.02774068,-0.01742853
0.01790503,-0.03380999,-0.00956894
0.0224628,0.03823809,0.007840675
0.02023243,0.03444136,0.007062161
0.01830449,0.03115945,0.006389209
0.01982073,0.03374054,0.006918458
-0.01946902,-0.03427102,-0.006111121
0.02073323,0.04380092,0.004773306
0.01724807,0.03643819,0.003970935
0.01785102,0.03771197,0.004109749
0.02022226,0.04272145,0.004655668
0.01845235,0.03898235,0.004248191
0.01430624,0.0302233,0.003293654
-0.01611966,-0.04102078,-0.001676284
0.01789401,0.04762151,0.001558934
0.01644078,0.04375399,0.001432327
-0.01711052,-0.04568455,-0.001812019
-0.01703548,-0.0454842,-0.001804073
0.018896,0.05092287,0.002450327
0.018896,0.05092288,0.002450327
-0.02043826,-0.05511458,-0.00268447
0.02144912,0.05683437,0.003378873
0.01807644,0.04789768,0.002847576
0.01749689,0.04636203,0.00275628
0.01596042,0.0422908,0.00251424
0.01408619,0.0373246,0.002218993
0.01132615,0.03001125,0.001784205
0.01119417,0.02966153,0.001763414
0.01107089,0.02933486,0.001743993
0.009992208,0.02647665,0.001574069
0.007195581,0.01906635,0.001133518
0.007165847,0.01898756,0.001128834
0.006966768,0.01846005,0.001097473
0.006811341,0.01804821,0.001072988
0.006846695,0.0181419,0.001078558
0.008741811,0.02316344,0.001377095
-0.01349239,-0.024255,-0.004462726
-0.01239951,-0.02229035,-0.004101246
-0.01386849,-0.02493111,-0.004587125
-0.01714323,-0.03081805,-0.005670275
-0.01954209,-0.03513043,-0.006463719
-0.01939802,-0.03487143,-0.006416065
-0.0215623,-0.03876211,-0.007131918
-0.02043637,-0.03673805,-0.006759508
-0.02060944,-0.03704918,-0.006816753
-0.02184424,-0.03926896,-0.007225174
-0.01959688,-0.03522892,-0.006481839
-0.01915433,-0.03443335,-0.006335461
-0.01736903,-0.03122396,-0.00574496
-0.01544026,-0.02775664,-0.005107
-0.01407445,-0.02530135,-0.004655247
-0.01246133,-0.02240149,-0.004121696
-0.01395322,-0.02508342,-0.004615149
-0.01327362,-0.02386172,-0.004390367
-0.01178606,-0.02118757,-0.003898344
-0.01247123,-0.02241928,-0.004124969
-0.01275426,-0.02292807,-0.004218583
-0.01308785,-0.02352777,-0.004328922
-0.01262405,-0.02269401,-0.004175517
-0.01382567,-0.02485414,-0.004572962
-0.01380165,-0.02481095,-0.004565017
-0.0123054,-0.02212117,-0.004070118
-0.01215738,-0.02185508,-0.00402116
-0.01216666,-0.02187177,-0.004024231
-0.01095847,-0.01969983,-0.003624611
-0.01060746,-0.01906882,-0.00350851
-0.01173377,-0.02109356,-0.003881047
-0.01368953,-0.0246094,-0.004527933
-0.01466062,-0.02635511,-0.004849129
-0.01393021,-0.02504206,-0.004607539
-0.01332717,-0.02395799,-0.004408079
-0.01312891,-0.02360158,-0.004342502
-0.0132357,-0.02379356,-0.004377826
-0.0129637,-0.02330459,-0.004287858
-0.01345311,-0.0241844,-0.004449736
-0.01169189,-0.02101827,-0.003867194
-0.01630283,-0.02930727,-0.005392303
-0.01795997,-0.03228628,-0.005940417
-0.01769654,-0.03181272,-0.005853286
-0.01591136,-0.02860354,-0.005262822
-0.02035737,-0.03659604,-0.00673338
-0.01808426,-0.03250971,-0.005981527
-0.01573095,-0.02827922,-0.005203151
-0.03211682,0.005305773,0.006733292
-0.03088226,0.005101822,0.006474468
-0.03223455,0.005325223,0.006757976
-0.03764987,0.006219847,0.007893298
-0.03583942,0.005920755,0.007513735
-0.0356663,0.005892156,0.007477442
-0.03990253,0.006591991,0.008365567
-0.04290401,0.007087843,0.008994829
-0.04676554,0.007725776,0.009804397
-0.04586022,0.007576215,0.009614597
-0.03929984,0.006492426,0.008239214
-0.04362395,0.007206779,0.009145765
-0.04196573,0.006932837,0.008798118
-0.03627369,0.005992499,0.007604781
-0.03834747,0.006335092,0.008039549
-0.0395553,0.006534629,0.008292771
-0.03832287,0.006331027,0.00803439
-0.03086231,0.005098527,0.006470286
-0.03032273,0.005009386,0.006357163
-0.03166557,0.005231227,0.006638689
-0.03685201,0.006088038,0.007726026
-0.03955412,0.006534433,0.008292523
-0.03932212,0.006496106,0.008243884
-0.03710023,0.006129045,0.007778065
-0.03745301,0.006187326,0.007852027
-0.0343387,0.005672833,0.00719911
-0.03538459,0.005845618,0.007418382
-0.0342716,0.005661748,0.007185042
-0.03509343,0.005797517,0.007357339
-0.02986915,0.004934454,0.006262069
-0.02834776,0.004683116,0.005943109
-0.02575515,0.004254811,0.005399568
-0.0281467,0.0046499,0.005900957
-0.02720502,0.004494333,0.005703534
-0.0324286,0.005357281,0.006798658
-0.03395282,0.005609085,0.007118211
-0.03072125,0.005075223,0.006440713
-0.03147874,0.005200363,0.006599521
-0.03043598,0.005028095,0.006380904
-0.03255594,0.005378318,0.006825355
-0.03120346,0.005154885,0.006541808
-0.03632823,0.006001508,0.007616214
-0.03365128,0.005559271,0.007054993
-0.03311829,0.005471218,0.006943251
-0.0341245,0.005637448,0.007154204
-0.03890247,0.00642678,0.008155906
-0.04191658,0.006924718,0.008787815
-0.03424976,0.02131698,-0.00526095
0.002104206,-0.04850841,0.003624979
0.001926375,-0.04440887,0.003318626
0.001696067,-0.03909955,0.002921866
0.001581346,-0.03645488,0.002724233
0.001926669,-0.04441564,0.003319132
0.001837706,-0.04236476,0.003165872
0.001800214,-0.04150047,0.003101284
0.001613051,-0.03718579,0.002778853
0.001393684,-0.0321287,0.002400942
0.001239361,-0.02857107,0.002135084
0.001381072,-0.03183796,0.002379216
0.00139953,-0.03226345,0.002411012
0.001259012,-0.0290241,0.002168939
0.001095242,-0.0252487,0.001886807
0.001129033,-0.02602767,0.001945019
0.001225537,-0.02825239,0.00211127
0.001332941,-0.03072838,0.002296298
0.001374202,-0.03167958,0.00236738
0.001399448,-0.03226157,0.002410872
0.001296243,-0.02988237,0.002233077
0.001275167,-0.02939652,0.002196769
0.001188698,-0.02740315,0.002047807
0.001159234,-0.0267239,0.001997048
0.001204162,-0.02775965,0.002074448
0.001141675,-0.02631911,0.001966798
0.001129318,-0.02603426,0.001945511
0.001070765,-0.02468442,0.001844639
0.001203454,-0.02774331,0.002073226
0.001149513,-0.02649981,0.001980301
0.001165862,-0.02687669,0.002008465
0.001237864,-0.02853657,0.002132507
0.0013438,-0.03097873,0.002315006
-0.01063582,0.02879727,-0.001551814
-0.01139305,0.03084752,-0.001662298
-0.009883358,0.02675991,-0.001442026
-0.008411106,0.02277368,-0.001227218
-0.009363406,0.0253521,-0.001366163
-0.01156794,0.03132103,-0.001687814
-0.01075407,0.02911741,-0.001569066
-0.008626585,0.0233571,-0.001258657
-0.008297679,0.02246657,-0.001210668
-0.009103858,0.02464935,-0.001328294
-0.009809908,0.02656103,-0.001431309
-0.01060578,0.02871592,-0.001547431
0.006784692,-0.02825585,0.002384539
-0.006501321,0.03530222,-0.003240703
-0.00599338,0.0325441,-0.002987511
-0.007393562,0.0401471,-0.003685457
-0.008513674,0.04622931,-0.004243798
-0.007772123,0.04220269,-0.003874158
-0.008751179,0.04751897,-0.004362186
-0.004180802,0.06207567,-0.000664064
-0.003583477,0.05320671,-0.000569187
-0.00280755,0.04168591,-0.000445942
-0.003406311,0.05057619,-0.000541047
-0.004181931,0.06209243,-0.000664243
-0.003636379,0.05399219,-0.00057759
-0.003365793,0.04997458,-0.000534611
-0.003232819,0.04800022,-0.00051349
-0.003413848,0.05068809,-0.000542244
-0.003305282,0.04907612,-0.000524999
-0.002987562,0.0443587,-0.000474534
-0.003006937,0.04464636,-0.000477611
-0.002914329,0.04327134,-0.000462902
-0.002994398,0.04446019,-0.00047562
-0.002695354,0.04002005,-0.000428121
-0.002893767,0.04296603,-0.000459636
-0.002614812,0.03882418,-0.000415328
-0.002442961,0.03627257,-0.000388031
-0.00215846,0.03204836,-0.000342842
-0.002304702,0.03421973,-0.000366071
-0.001990506,0.02955462,-0.000316165
-0.001924457,0.02857393,-0.000305674
-0.002017978,0.0299625,-0.000320529
-0.00222987,0.03310864,-0.000354185
-0.002390133,0.03548818,-0.00037964
-0.002314977,0.03437229,-0.000367703
-0.002371286,0.03520836,-0.000376647
-0.00271963,0.04038049,-0.000431977
-0.002206907,0.03276769,-0.000350537
-0.002266396,0.03365097,-0.000359987
-0.00218602,0.03245756,-0.00034722
-0.001852938,0.02751203,-0.000294314
-0.001530652,0.0227268,-0.000243124
-0.00156305,0.02320784,-0.000248269
-0.001795343,0.02665687,-0.000285166
-0.001660487,0.02465456,-0.000263746
-0.01490236,0.02000322,-0.008017997
-0.01581875,0.02123328,-0.008511047
-0.01643345,0.02205838,-0.008841777
-0.01798929,0.03013621,-0.008488438
-0.007171296,0.05877949,0.01041281
-0.005542987,0.0597983,0.01044581
-0.002782121,0.07569515,0.01142497
-0.002695408,0.09203783,0.009422078
-0.01567004,0.1391253,0.007071126
-0.01454493,0.1546855,0.005926889
0.004210826,0.2054088,-0.004946478
0.003523506,0.226212,-0.002259043
-0.001891876,0.2820695,0.000801911
-0.001543481,0.3054625,0.001329229
0.007863624,0.3707457,0.005086791
0.007634395,0.3899722,0.003592019
0.003535447,0.4253921,-0.001187514
0.007260385,0.4447911,0.001923477
0.02493585,0.4934475,0.002642276
0.02526678,0.4959533,0.002217585
0.0261375,0.5157552,-1.32E-05
0.03007418,0.5269685,-0.000545315
0.04405519,0.5508367,-0.00429411
0.04645047,0.5525202,-0.005921572
0.05194297,0.5534263,-0.01093387
0.05386353,0.5659732,-0.01285092
0.05653993,0.5595543,-0.02784678
0.05717358,0.5607542,-0.03001994
0.05742984,0.5591523,-0.04931849
0.05607343,0.5606802,-0.05060274
0.05158698,0.5393403,-0.06985722
0.05070894,0.5353532,-0.07294387
0.05207406,0.5352163,-0.09782001
0.0514846,0.5278733,-0.09938359
0.06134199,0.508594,-0.1206906
0.0607787,0.5045308,-0.123246
0.07384799,0.4971186,-0.1373235
0.07507447,0.4857118,-0.1382224
0.08930213,0.472368,-0.1504662
0.09308472,0.464809,-0.1532585
0.1080594,0.453925,-0.1648459
0.1103932,0.4519039,-0.1676697
0.1217405,0.4377552,-0.1777635
0.1239816,0.4290705,-0.1792976
0.1385771,0.4166353,-0.1867888
0.1404403,0.4154162,-0.1884757
0.1451477,0.3917214,-0.1931874
0.1461861,0.3889793,-0.1950611
0.1453305,0.3738932,-0.2078985
0.1471174,0.3727261,-0.2105851
0.1395216,0.3421911,-0.2257124
0.1369694,0.3325735,-0.225534
0.1297964,0.3062363,-0.2525122
0.1243969,0.2968708,-0.2520117
0.1078118,0.2643608,-0.285768
0.1052159,0.2566448,-0.2882637
0.09843692,0.2235035,-0.3074578
0.09407226,0.2136304,-0.3121921
0.07709034,0.1650738,-0.3319717
0.07407144,0.1581936,-0.3298426
0.07049145,0.1448479,-0.3296538
0.05526712,0.1128857,-0.3229057
0.04934466,0.0846313,-0.3084875
0.04734009,0.07834242,-0.3141814
0.04739912,0.06433631,-0.3207801
0.04590742,0.05929472,-0.3149976
0.04413985,0.02514288,-0.2955368
0.04342809,0.01885899,-0.2793187
0.04788521,0.008207494,-0.2584905
0.04713783,-4.98E-05,-0.2609799
0.04051955,-0.01542972,-0.2457315
0.04188726,-0.013099,-0.2361904
0.04337247,-0.01728978,-0.2132061
0.04200402,-0.02213264,-0.2052119
0.03520685,-0.02427978,-0.1723356
0.03477916,-0.02442841,-0.1646235
0.0327239,-0.04235533,-0.1446708
0.03256777,-0.03843111,-0.1360756
0.03437388,-0.02716852,-0.1163566
0.03166464,-0.0333814,-0.1081632
0.02385377,-0.0607272,-0.09180793
0.02157249,-0.05612983,-0.08051237
0.02480839,-0.05043755,-0.06937658
0.02753593,-0.05044388,-0.06881231
0.03049376,-0.05963491,-0.05399997
0.02565974,-0.05559537,-0.04598131
0.02019625,-0.0493988,-0.03545
0.02005396,-0.05060518,-0.03317022
0.02869213,-0.04218882,-0.02474103
0.02699179,-0.04187855,-0.02290232
0.02159887,-0.03351127,-0.01832647
0.0203335,-0.03060747,-0.01508934
0.01932947,-0.02909614,-0.01434426
0.01927595,-0.02901557,-0.01430454
0.01636115,-0.02462799,-0.01214149
0.01777966,-0.02676324,-0.01319415
-0.000450589,0.02056444,0.03287952
-0.000433717,0.01979438,0.0316483
-0.000405452,0.01850442,0.02958585
-0.000414457,0.01891538,0.03024291
-0.00046586,0.02126135,0.03399378
-0.000453142,0.02068095,0.03306581
-0.03099284,-0.008840306,0.01776428
-0.0333325,-0.009507666,0.01910532
-0.03523926,-0.01005154,0.02019822
-0.03496146,-0.009972306,0.02003899
-0.03082224,-0.009846938,0.01861339
-0.03136395,-0.01002,0.01894052
-0.03456006,-0.01104108,0.02087063
-0.03564198,-0.00772516,0.01693298
-0.03378754,-0.007323224,0.01605196
-0.03578132,-0.004201554,0.01423789
-0.04294313,-0.004948965,0.01608662
-0.0450618,-0.00519313,0.01688028
-0.04790368,0.01466173,0.01703185
-0.04163286,0.03421241,0.01105119
-0.04934208,0.02733023,0.03168164
-0.04833435,0.04221585,0.03466767
-0.03935231,0.06347474,0.04914159
-0.0439151,0.06240855,0.05294247
-0.04559418,0.07150026,0.08293537
-0.0430051,0.08237411,0.09228222
-0.03408181,0.08124699,0.1185195
-0.03468587,0.08856561,0.1309105
-0.0342643,0.1004835,0.1639875
-0.03256696,0.09918265,0.1793987
-0.01618065,0.06737982,0.2299834
-0.01624705,0.07073407,0.2400211
-0.007446409,0.06633391,0.2786399
-0.005652446,0.06092467,0.2908371
0.01092889,0.01330153,0.3249095
0.009964277,0.008275812,0.3443821
0.01077814,-0.04570031,0.3742128
0.01228174,-0.05820582,0.385114
0.01488519,-0.1102634,0.392814
0.01478341,-0.1212747,0.4001906
0.01426608,-0.1800947,0.4041384
0.01154105,-0.1886584,0.4096332
-0.001286802,-0.2337943,0.4154786
-0.003855388,-0.245329,0.4170888
-0.01473207,-0.2868755,0.4003617
-0.01472651,-0.2964314,0.4014926
-0.03415513,-0.3327037,0.4040391
-0.03658012,-0.3462843,0.4005739
-0.04593641,-0.3723119,0.372977
-0.04442231,-0.3751572,0.3688385
-0.06034115,-0.415526,0.3456033
-0.05832287,-0.4179925,0.3407507
-0.06615528,-0.4357665,0.3216892
-0.06526419,-0.4427603,0.317166
-0.06964348,-0.4760299,0.27627
-0.07099608,-0.4735077,0.2731582
-0.07299547,-0.4769723,0.255927
-0.07691588,-0.487057,0.2508486
-0.0906842,-0.5096754,0.2149496
-0.09060706,-0.5053465,0.210058
-0.08976271,-0.5129594,0.185348
-0.08883991,-0.5119775,0.1776707
-0.09391171,-0.5299983,0.1494339
-0.09382281,-0.521857,0.1433554
-0.09340173,-0.5280555,0.1301938
-0.0921784,-0.524833,0.1249286
-0.09161568,-0.5425151,0.09650289
-0.09047744,-0.543379,0.09190813
-0.08849962,-0.5447341,0.05620497
-0.09130374,-0.5534162,0.05563243
-0.1082834,-0.5428205,0.0395832
-0.1097767,-0.5417009,0.03311278
-0.1148372,-0.5287361,0.008278831
-0.1141414,-0.5202663,0.004958484
-0.10565,-0.5360233,0.003930923
-0.09313998,-0.4554918,0.003045015
-0.08055761,-0.4198717,0.004822042
-0.07566986,-0.4117395,0.004830427
-0.06081107,-0.3904301,0.008752975
-0.05526041,-0.3659149,0.009047805
-0.04570589,-0.3228348,0.006896207
-0.03933603,-0.3022228,0.008212449
-0.02629701,-0.2698869,0.0084741
-0.02587238,-0.2672351,0.006405405
-0.02159429,-0.2488425,-0.000276233
-0.02139417,-0.234953,-0.002395459
-0.02371436,-0.2119465,-0.00768227
-0.01961949,-0.2064045,-0.008160505
-0.01208349,-0.1851547,-0.01325089
-0.01385844,-0.1821342,-0.01581623
-0.01287582,-0.1618116,-0.01829241
-0.01329858,-0.1525203,-0.01817914
-0.008362466,-0.1244888,-0.01895464
-0.01082583,-0.1273081,-0.02079773
-0.009540251,-0.1110445,-0.02385917
-0.008523816,-0.1001836,-0.02170772
-0.005853097,-0.09168141,-0.03119162
-0.004844865,-0.08960726,-0.03136379
0.009379271,-0.07893213,-0.03457384
0.003980942,-0.07731621,-0.03408981
-0.000196504,-0.08201177,-0.03829676
0.001924032,-0.07908966,-0.03656045
0.01592308,-0.06913365,-0.04410957
0.01340225,-0.07124866,-0.04125251
-0.001258608,-0.08457422,-0.03232609
-0.000549491,-0.07998266,-0.03136934
0.000849986,-0.07015423,-0.02917098
0.000257073,-0.06674109,-0.0277233
-0.00062741,-0.05795925,-0.02269463
-0.004313034,-0.05339718,-0.01833133
-0.005694056,-0.05042775,-0.01531252
-0.005157124,-0.04567256,-0.0138686
-0.01345198,-0.05664643,-0.004793363
-0.0121018,-0.05096084,-0.004312254
-0.003619649,-0.05142553,-0.01980359
-0.00348545,-0.04951892,-0.01906937
0.007722073,0.05520327,0.02516187
0.007264748,0.05193396,0.02367171
0.006543626,0.04677883,0.02132198
0.006361212,0.04547479,0.02072759
-0.003916105,-0.04587572,-0.01846739
-0.003605883,-0.04224158,-0.01700446
-0.003315706,-0.03884227,-0.01563606
-0.003043145,-0.03564932,-0.01435073
-0.002813397,-0.0329579,-0.01326729
-0.002931612,-0.03434274,-0.01382476
-0.02112013,-0.02143332,-0.02032943
-0.02109899,-0.02141187,-0.02030908
-0.02496722,-0.02085765,-0.01865688
-0.02222768,-0.01856903,-0.01660975
-0.02114247,-0.01766245,-0.01579881
-0.02207896,-0.01844479,-0.01649861
-0.02079823,-0.01737487,-0.01554158
-0.02149658,-0.01795827,-0.01606343
-0.02011856,-0.01680707,-0.01503369
-0.01955725,-0.01633815,-0.01461425
-0.01839106,-0.01536392,-0.01374281
-0.01895534,-0.01583532,-0.01416448
-0.01833892,-0.01532036,-0.01370385
-0.02341173,-0.01897126,-0.01665773
-0.02550549,-0.0206679,-0.01814747
-0.02560607,-0.0207494,-0.01821903
-0.02950849,-0.02391165,-0.02099565
-0.03411373,-0.02764343,-0.02427234
-0.0307158,-0.02488998,-0.02185467
-0.03427434,-0.02777357,-0.02438661
-0.0418272,-0.03389389,-0.02976056
-0.03770554,-0.03055398,-0.02682795
-0.03957125,-0.03206582,-0.02815542
0.02463352,0.04258557,0.01510714
-0.03640971,-0.04785018,0.01357081
-0.03453438,-0.04538559,0.01287183
0.03659919,0.04459599,-0.01921445
-0.03960538,-0.04821474,0.02084508
-0.0348777,-0.04245936,0.01835681
-0.03314896,-0.04035483,0.01744694
-0.02990121,-0.03640109,0.01573759
-0.03209834,-0.03907582,0.01689398
-0.02695565,-0.03281523,0.01418728
-0.02658856,-0.03236834,0.01399407
-0.02558648,-0.03114843,0.01346666
-0.02245083,-0.02733116,0.01181631
-0.01827635,-0.02224924,0.009619198
-0.02136671,-0.02601137,0.01124571
-0.02028289,-0.02469196,0.01067528
-0.01810153,-0.02203641,0.009527183
-0.01442154,-0.01755647,0.007590333
-0.01383224,-0.01683907,0.007280175
-0.01517731,-0.01847653,0.007988111
-0.01631019,-0.01985567,0.008584366
-0.01498575,-0.01824333,0.007887289
-0.01596777,-0.01943882,0.008404145
-0.01626432,-0.01979983,0.008560224
-0.01930276,-0.02349876,0.01015941
-0.02056499,-0.02503537,0.01082375
-0.02072618,-0.0252316,0.01090859
-0.01992037,-0.02425063,0.01048448
-0.01971287,-0.02399802,0.01037526
-0.0176755,-0.02151778,0.009302959
-0.01788935,-0.02177811,0.009415512
-0.01846452,-0.02247831,0.009718235
-0.01829829,-0.02227594,0.009630742
-0.01624297,-0.01977384,0.008548987
-0.01623538,-0.0197646,0.008544994
-0.01715868,-0.0208886,0.009030943
-0.0186515,-0.02270593,0.009816646
-0.01956045,-0.02381247,0.01029504
-0.02058647,-0.02506153,0.01083506
-0.01801571,-0.02193193,0.009482015
-0.02052816,-0.02499054,0.01080437
-0.02099018,-0.025553,0.01104754
-0.01812525,-0.02206528,0.009539667
-0.02245835,-0.02734031,0.01182026
-0.02733428,-0.03327616,0.01438656
-0.02647529,-0.03223044,0.01393445
-0.02634312,-0.03206955,0.01386489
-0.03063536,-0.03729482,0.01612398
-0.02972804,-0.03619028,0.01564644
-0.02875639,-0.03500741,0.01513505
-0.02756102,-0.03355219,0.0145059
-0.03692788,-0.03664125,0.00903194
-0.03731419,-0.03702457,0.009126427
0.03533276,0.0350695,-0.008580536
-0.03942054,-0.03903991,0.008490901
-0.03942137,-0.03904074,0.00849108
-0.0352735,-0.03493292,0.007597658
-0.02906212,-0.02878151,0.006259771
-0.03168756,-0.0313816,0.006825272
-0.03383335,-0.03350667,0.00728746
-0.03278933,-0.03247274,0.007062587
-0.03274804,-0.03243184,0.007053692
-0.02747802,-0.02721271,0.005918568
-0.02900315,-0.02872312,0.006247071
-0.03142337,-0.03111997,0.006768368
-0.03374467,-0.03341885,0.007268359
-0.0328059,-0.03248914,0.007066155
-0.02901399,-0.02873385,0.006249405
-0.0265175,-0.02626147,0.00571168
-0.02465535,-0.02441729,0.005310586
-0.02415565,-0.02392242,0.005202953
-0.02359835,-0.0233705,0.005082914
-0.02165502,-0.02144593,0.004664335
-0.01665642,-0.0164956,0.003587674
-0.02138379,-0.02117732,0.004605914
-0.02352429,-0.02329715,0.005066962
-0.02144406,-0.021237,0.004618895
-0.02309451,-0.02287152,0.00497439
-0.02192038,-0.02170873,0.004721493
-0.02394626,-0.02371505,0.005157852
-0.02411337,-0.02388055,0.005193847
-0.02355677,-0.02332932,0.005073959
-0.02419668,-0.02396305,0.005211792
-0.02206136,-0.02184835,0.004751858
-0.02095482,-0.02075249,0.004513517
-0.02309025,-0.02286731,0.004973474
-0.0242895,-0.02405498,0.005231784
-0.02359922,-0.02337136,0.005083102
-0.02482114,-0.02458148,0.005346295
-0.02317753,-0.02295374,0.004992273
-0.02026522,-0.02006955,0.004364984
-0.0209891,-0.02078644,0.004520901
-0.01938844,-0.01920123,0.00417613
-0.0199477,-0.0197551,0.004296592
-0.02031839,-0.0201222,0.004376434
