Gaze Left X,Gaze Left Y,Gaze Left Z,Gaze Right X,Gaze Right Y,Gaze Right Z
0,0,0,0,0,0
-0.08598328,-0.1493225,0.9850311,-0.01200867,-0.1502228,0.9885712
-0.08598328,-0.1493225,0.9850311,-0.01200867,-0.1502228,0.9885712
-0.08198547,-0.1522064,0.9849396,-0.01193237,-0.1495667,0.9886627
-0.08198547,-0.1522064,0.9849396,-0.01193237,-0.1495667,0.9886627
-0.08198547,-0.1522064,0.9849396,-0.01193237,-0.1495667,0.9886627
-0.07923889,-0.1517944,0.9852142,-0.01377869,-0.152771,0.9881592
-0.08084106,-0.1528015,0.9849396,-0.01629639,-0.1548004,0.9878082
-0.08084106,-0.1528015,0.9849396,-0.01629639,-0.1548004,0.9878082
-0.08169556,-0.1537628,0.9847107,-0.01768494,-0.1544495,0.9878387
-0.08552551,-0.1536102,0.9844208,-0.01663208,-0.1508942,0.9884033
-0.08692932,-0.1530914,0.984375,-0.01504517,-0.1529083,0.9881134
-0.08769226,-0.152832,0.9843445,-0.012146,-0.1537781,0.9880219
-0.08732605,-0.1551056,0.984024,-0.01580811,-0.1543427,0.9878845
-0.0821228,-0.1661224,0.982666,-0.02355957,-0.155777,0.9875031
-0.0879364,-0.1694641,0.9815979,-0.01091003,-0.160202,0.9870148
-0.08578491,-0.168396,0.9819641,-0.01591492,-0.1601563,0.9869537
-0.08703613,-0.168457,0.9818573,-0.01893616,-0.1580353,0.9872437
-0.08660889,-0.1676331,0.9820251,-0.01828003,-0.1586151,0.9871674
-0.08676147,-0.1674652,0.9820404,-0.01828003,-0.1594391,0.98703
-0.08686829,-0.1668243,0.9821472,-0.01911926,-0.158371,0.9871826
-0.08714294,-0.1666412,0.9821472,-0.01850891,-0.1585541,0.9871674
-0.08747864,-0.1663513,0.9821625,-0.02012634,-0.1587372,0.9871063
-0.0884552,-0.1661987,0.9821014,-0.01942444,-0.1527557,0.9880676
-0.09059143,-0.1660461,0.9819336,-0.01982117,-0.152771,0.9880524
-0.09100342,-0.1666718,0.9817963,-0.01965332,-0.1522217,0.9881439
-0.09138489,-0.1669922,0.9817047,-0.0196228,-0.1526184,0.9880829
-0.09144592,-0.1667023,0.9817505,-0.0196228,-0.1522369,0.9881439
