Position X,Position Y,Position Z
-1.46766,0.7216604,-1.074823
-1.467971,0.7214565,-1.074768
-1.468021,0.721467,-1.074789
-1.467807,0.7216277,-1.074871
-1.467869,0.7218499,-1.074739
-1.467885,0.721885,-1.074733
-1.46779,0.7217703,-1.074695
-1.46779,0.7217703,-1.074695
-1.467854,0.7218146,-1.074679
-1.467963,0.7213707,-1.07477
-1.467963,0.7213707,-1.07477
-1.467833,0.7213717,-1.07478
-1.468098,0.7212918,-1.074701
-1.468098,0.7212918,-1.074701
-1.467952,0.721493,-1.074754
-1.467969,0.7214422,-1.074856
-1.46775,0.7214956,-1.074936
-1.46787,0.7216508,-1.074723
-1.467897,0.7214923,-1.074816
-1.467922,0.7213511,-1.074721
-1.467924,0.7217178,-1.074669
-1.468114,0.7213881,-1.074823
-1.468114,0.7213881,-1.074823
-1.468014,0.7214136,-1.074878
-1.467983,0.7215433,-1.074745
-1.467906,0.7213378,-1.074836
-1.467947,0.7214012,-1.074704
-1.467975,0.7214868,-1.074639
-1.468089,0.7217062,-1.074609
-1.468064,0.7214308,-1.074665
-1.468105,0.7215242,-1.0746
-1.468108,0.7215362,-1.074582
-1.467944,0.7216458,-1.074686
-1.467975,0.7214272,-1.074693
-1.467889,0.721391,-1.074739
-1.467867,0.7212837,-1.074762
-1.46784,0.7212429,-1.074736
-1.468168,0.7214172,-1.074657
-1.46811,0.7212501,-1.07466
-1.468093,0.7214413,-1.074634
-1.468081,0.7215326,-1.074648
-1.468244,0.7212274,-1.074728
-1.468011,0.7213817,-1.074798
-1.468099,0.7215641,-1.074709
-1.468081,0.7215383,-1.074688
-1.467858,0.7209249,-1.07469
-1.467892,0.7212186,-1.074646
-1.468109,0.7213297,-1.07457
-1.468053,0.7209709,-1.07466
-1.467793,0.7214942,-1.074756
-1.467793,0.7214942,-1.074756
-1.467701,0.7215407,-1.074721
-1.467685,0.7215385,-1.074725
-1.467698,0.7219217,-1.074771
-1.467912,0.7217715,-1.074756
-1.467789,0.7214046,-1.074761
-1.46778,0.7213993,-1.074758
-1.467707,0.7214572,-1.074726
-1.468022,0.7214479,-1.074649
-1.46811,0.721348,-1.074682
-1.467942,0.7215655,-1.07469
-1.467953,0.7215209,-1.074739
-1.467965,0.7212024,-1.074723
-1.467965,0.7212024,-1.074723
-1.467976,0.7213917,-1.074747
-1.468199,0.7212126,-1.074674
-1.468199,0.7212126,-1.074674
