Gaze Left X,Gaze Left Y,Gaze Left Z,Gaze Right X,Gaze Right Y,Gaze Right Z
-0.1064301,-0.1806641,0.9777527,-0.03639221,-0.1628113,0.9859772
-0.1065674,-0.1805878,0.9777527,-0.03485107,-0.1627655,0.9860382
-0.1080627,-0.1793823,0.9778137,-0.03674316,-0.1626587,0.9859924
-0.1088715,-0.1794891,0.9777069,-0.03683472,-0.1630554,0.9859161
-0.1103973,-0.1791534,0.9776001,-0.03256226,-0.1656647,0.9856415
-0.1103973,-0.1791534,0.9776001,-0.03256226,-0.1656647,0.9856415
-0.1089172,-0.1799011,0.9776306,-0.03601074,-0.1683807,0.9850616
-0.1089172,-0.1799011,0.9776306,-0.03601074,-0.1683807,0.9850616
-0.1089172,-0.1799011,0.9776306,-0.03601074,-0.1683807,0.9850616
-0.1089172,-0.1799011,0.9776306,-0.03601074,-0.1683807,0.9850616
-0.1089172,-0.1799011,0.9776306,-0.03601074,-0.1683807,0.9850616
-0.1044769,-0.1794128,0.9781952,-0.03475952,-0.1665955,0.9853973
-0.1027374,-0.1781921,0.9786072,-0.03312683,-0.166748,0.9854279
-0.1027374,-0.1781921,0.9786072,-0.03312683,-0.166748,0.9854279
-0.1040955,-0.1767731,0.978714,-0.03364563,-0.1664886,0.9854584
-0.1051025,-0.17659,0.978653,-0.03337097,-0.1660614,0.9855347
-0.105545,-0.1762695,0.978653,-0.03311157,-0.1657562,0.9855957
-0.1055145,-0.1752319,0.9788513,-0.03311157,-0.165741,0.985611
-0.1059875,-0.175354,0.978775,-0.03349304,-0.1645813,0.9857788
-0.1070404,-0.1782227,0.9781494,-0.03233337,-0.1622772,0.9862061
-0.1071625,-0.1786499,0.9780579,-0.03225708,-0.162674,0.986145
-0.1093445,-0.18013,0.9775391,-0.03068542,-0.1663361,0.9855804
-0.1094208,-0.1792603,0.9776917,-0.03071594,-0.1637573,0.9860077
-0.1114807,-0.1788177,0.9775391,-0.03224182,-0.163559,0.9859924
-0.1118317,-0.1778412,0.9776764,-0.03286743,-0.1637115,0.9859467
-0.1122284,-0.1773071,0.9777222,-0.03373718,-0.1636047,0.9859467
-0.1131439,-0.1778717,0.9775238,-0.03604126,-0.1619568,0.9861298
-0.113205,-0.1772766,0.9776154,-0.03700256,-0.1614838,0.9861755
-0.1123962,-0.1773071,0.9777069,-0.0369873,-0.1615448,0.9861603
-0.1117401,-0.1793213,0.977417,-0.03712463,-0.1599426,0.9864197
-0.1118011,-0.1793213,0.9774017,-0.0375061,-0.1597137,0.9864349
-0.1124115,-0.1793671,0.9773254,-0.03556824,-0.161377,0.9862366
-0.1121674,-0.1791229,0.9774017,-0.03535461,-0.1614838,0.9862366
-0.1121674,-0.1791229,0.9774017,-0.03535461,-0.1614838,0.9862366
-0.1110687,-0.178772,0.9775848,-0.03207397,-0.1618042,0.9862976
-0.1106873,-0.1786804,0.9776611,-0.03189087,-0.1600037,0.9865875
-0.1104584,-0.1788177,0.9776459,-0.03167725,-0.1591949,0.9867249
-0.1105042,-0.1787109,0.9776611,-0.03160095,-0.1604156,0.9865265
-0.1093597,-0.1786346,0.9778137,-0.03192139,-0.1603851,0.9865265
-0.1104431,-0.1790924,0.9776001,-0.03186035,-0.1593018,0.9867096
-0.1104736,-0.1796417,0.9774933,-0.03187561,-0.1591797,0.9867249
-0.1111603,-0.1791992,0.9775085,-0.03279114,-0.1595306,0.9866333
-0.1111603,-0.1791992,0.9775085,-0.03279114,-0.1595306,0.9866333
-0.1114349,-0.1779938,0.9776917,-0.03352356,-0.1596832,0.9865875
-0.110611,-0.1776886,0.9778442,-0.03312683,-0.1595917,0.986618
-0.1110077,-0.1765442,0.9780121,-0.03207397,-0.1587677,0.9867859
-0.1110077,-0.1767273,0.9779663,-0.03184509,-0.1575775,0.9869843
-0.1118774,-0.1772308,0.9777832,-0.03401184,-0.1575775,0.986908
-0.11203,-0.177887,0.9776459,-0.03398132,-0.1576843,0.9868927
-0.1121521,-0.175766,0.9780121,-0.03431702,-0.1572571,0.9869537
-0.1125031,-0.1736298,0.978363,-0.03431702,-0.1573334,0.9869385
-0.1128693,-0.1719818,0.9786072,-0.03372192,-0.1565399,0.9870911
-0.1130676,-0.1719818,0.9785767,-0.03370667,-0.1565399,0.9870911
-0.1135406,-0.1716156,0.9785919,-0.03369141,-0.156601,0.9870758
-0.1135254,-0.1705017,0.9787903,-0.03285217,-0.1557159,0.9872437
-0.1129913,-0.1715088,0.9786682,-0.03305054,-0.1545868,0.9874115
-0.1128998,-0.1707916,0.9788055,-0.03295898,-0.1542511,0.9874725
-0.1131134,-0.1710205,0.9787445,-0.03266907,-0.1539154,0.9875336
-0.1132813,-0.1708374,0.9787598,-0.03291321,-0.154541,0.9874268
-0.1133728,-0.1711121,0.9786987,-0.03503418,-0.1529541,0.9876099
-0.1135406,-0.1722412,0.9784851,-0.0349884,-0.1534576,0.9875336
-0.1138306,-0.1721802,0.9784546,-0.03471375,-0.1535187,0.9875183
-0.1139984,-0.1731262,0.9782715,-0.03439331,-0.1552887,0.9872589
-0.1142426,-0.1730347,0.9782562,-0.03340149,-0.1565552,0.9870911
-0.1143646,-0.1729431,0.9782562,-0.03279114,-0.1565704,0.9871216
-0.1143341,-0.1716919,0.9784851,-0.03253174,-0.1578217,0.9869232
-0.1133118,-0.1709747,0.9787292,-0.03274536,-0.1578369,0.986908
-0.1120605,-0.1705322,0.9789429,-0.03158569,-0.1574402,0.9870148
-0.113739,-0.1699677,0.9788513,-0.03094482,-0.1576843,0.9869995
-0.1124115,-0.1693573,0.9791107,-0.02978516,-0.1575928,0.9870453
-0.1124115,-0.1693573,0.9791107,-0.02978516,-0.1575928,0.9870453
-0.1146393,-0.1700134,0.9787445,-0.0284729,-0.1551666,0.9874725
-0.1146393,-0.1700134,0.9787445,-0.0284729,-0.1551666,0.9874725
-0.1146393,-0.1700134,0.9787445,-0.0284729,-0.1551666,0.9874725
-0.1146393,-0.1700134,0.9787445,-0.0284729,-0.1551666,0.9874725
-0.1146393,-0.1700134,0.9787445,-0.0284729,-0.1551666,0.9874725
-0.1131134,-0.1697845,0.9789581,-0.02883911,-0.1551361,0.9874573
-0.1128387,-0.1700592,0.9789429,-0.02886963,-0.1556244,0.987381
-0.1125336,-0.170166,0.9789581,-0.02856445,-0.1562958,0.9872894
-0.1122742,-0.1698761,0.9790344,-0.02903748,-0.1575623,0.9870758
-0.1116486,-0.1700439,0.9790802,-0.02914429,-0.1576538,0.9870605
-0.1115875,-0.1700592,0.9790802,-0.02880859,-0.1574097,0.9871063
-0.1115112,-0.1700439,0.9790955,-0.02984619,-0.158905,0.9868317
-0.1110382,-0.1703949,0.9790955,-0.03022766,-0.1599884,0.9866486
-0.1110382,-0.1704407,0.9790802,-0.02996826,-0.160553,0.986557
-0.1110687,-0.1701965,0.979126,-0.03074646,-0.1587372,0.9868317
-0.1110229,-0.1699829,0.9791565,-0.03015137,-0.1590118,0.9868011
-0.1110535,-0.1694183,0.9792633,-0.03004456,-0.1588593,0.9868317
-0.1108093,-0.1694183,0.9792786,-0.03007507,-0.1608887,0.9865112
-0.1122131,-0.1692963,0.9791412,-0.02903748,-0.1611176,0.986496
-0.1121216,-0.1689758,0.9792175,-0.02877808,-0.1625366,0.9862671
-0.1129456,-0.16922,0.9790802,-0.02865601,-0.1640015,0.9860382
-0.1128387,-0.1692657,0.9790802,-0.02786255,-0.1643982,0.9859924
-0.1136017,-0.1699982,0.9788666,-0.02703857,-0.1649475,0.9859161
-0.1139069,-0.1699829,0.9788361,-0.02684021,-0.1647491,0.9859619
-0.1156158,-0.1694946,0.978714,-0.02685547,-0.1641083,0.9860687
-0.1156158,-0.1695099,0.978714,-0.02684021,-0.164032,0.986084
-0.11586,-0.1695557,0.9786682,-0.02726746,-0.1645966,0.9859772
-0.11586,-0.1695557,0.9786682,-0.02726746,-0.1645966,0.9859772
-0.1157684,-0.1695557,0.9786835,-0.02705383,-0.1655579,0.9858246
-0.1156006,-0.1687622,0.9788513,-0.02726746,-0.1654816,0.9858246
-0.11586,-0.1685638,0.9788513,-0.02679443,-0.1661377,0.985733
-0.1157379,-0.168396,0.9788971,-0.02679443,-0.1660461,0.9857483
-0.1170959,-0.1689453,0.9786377,-0.02514648,-0.1656342,0.9858551
-0.1170959,-0.1694183,0.9785461,-0.02497864,-0.1653442,0.9859161
-0.1171112,-0.1703491,0.9783936,-0.02442932,-0.1684418,0.9853973
-0.1171112,-0.1696777,0.9785156,-0.02452087,-0.1685791,0.9853668
-0.1172028,-0.1691589,0.9785919,-0.02507019,-0.1685486,0.9853668
-0.1172028,-0.1695251,0.9785156,-0.02494812,-0.1683807,0.9853973
-0.1173248,-0.1696167,0.9784851,-0.02505493,-0.168396,0.9853973
-0.1174011,-0.1693726,0.9785309,-0.02583313,-0.1686554,0.985321
-0.1170197,-0.1706696,0.9783478,-0.02586365,-0.1685028,0.9853516
-0.1170959,-0.1705475,0.978363,-0.02610779,-0.1683197,0.9853821
-0.1173248,-0.1690369,0.9785919,-0.026474,-0.1678162,0.9854584
-0.1174164,-0.1683807,0.9786987,-0.02659607,-0.1676178,0.9854889
-0.1170807,-0.1683197,0.9787445,-0.02659607,-0.1670227,0.9855804
-0.1168213,-0.1690674,0.978653,-0.02658081,-0.1664124,0.9856873
-0.1167603,-0.1686249,0.9787292,-0.02650452,-0.1666565,0.9856567
-0.1163635,-0.1688538,0.9787445,-0.02645874,-0.1656189,0.9858246
-0.1157837,-0.1680756,0.9789429,-0.02644348,-0.1650238,0.9859314
-0.1157074,-0.1681213,0.9789429,-0.02713013,-0.1650848,0.9859009
-0.115036,-0.1682892,0.9789886,-0.02713013,-0.1650085,0.9859161
